time,ax,ay,az,atotal
6.517,-0.07,0.05,-0.02,0.09
6.527,-0.11,0.04,0.02,0.12
6.537,-0.08,0.03,0.04,0.10
6.547,-0.13,0.01,0.06,0.14
6.557,-0.15,0.03,0.03,0.16
6.567,-0.16,0.06,-0.05,0.18
6.577,-0.15,0.06,-0.08,0.18
6.587,-0.11,0.02,-0.02,0.11
6.597,-0.09,-0.00,0.06,0.10
6.607,0.00,-0.00,0.13,0.13
6.617,0.03,0.02,0.12,0.13
6.627,0.04,0.05,0.09,0.11
6.637,0.02,0.04,0.05,0.07
6.647,-0.03,0.07,0.02,0.08
6.657,-0.08,0.08,0.04,0.12
6.667,-0.14,0.08,0.06,0.17
6.677,-0.27,0.11,0.06,0.30
6.687,-0.31,0.12,0.07,0.34
6.697,-0.27,0.10,0.12,0.31
6.707,-0.19,0.09,0.08,0.22
6.717,-0.11,0.04,-0.00,0.11
6.727,-0.07,0.03,-0.05,0.09
6.737,-0.10,0.04,-0.05,0.12
6.747,-0.08,-0.00,-0.05,0.10
6.757,-0.08,-0.03,0.02,0.09
6.767,-0.13,-0.05,0.13,0.20
6.777,-0.09,-0.04,0.19,0.21
6.787,-0.08,-0.01,0.18,0.20
6.797,-0.10,0.02,0.12,0.16
6.807,-0.12,0.02,0.04,0.13
6.817,-0.12,0.01,0.03,0.13
6.827,-0.19,0.02,0.11,0.22
6.837,-0.13,-0.00,0.00,0.13
6.847,-0.02,0.04,-0.08,0.09
6.857,-0.06,0.05,-0.04,0.09
6.867,-0.16,0.02,-0.03,0.17
6.877,-0.17,0.02,0.02,0.17
6.887,-0.14,0.03,0.09,0.17
6.897,-0.05,0.02,0.12,0.13
6.907,-0.04,0.04,0.13,0.14
6.917,-0.05,0.06,0.04,0.09
6.927,-0.02,0.08,-0.02,0.09
6.937,-0.08,0.07,-0.03,0.11
6.947,-0.07,0.05,-0.01,0.08
6.957,-0.03,0.06,0.03,0.07
6.967,-0.06,0.03,0.08,0.10
6.977,-0.07,0.02,0.11,0.14
6.987,-0.08,0.01,0.07,0.11
6.997,-0.07,0.02,-0.02,0.08
7.007,-0.02,0.05,-0.06,0.08
7.017,-0.05,0.04,-0.05,0.08
7.027,-0.08,0.00,-0.02,0.08
7.037,-0.10,-0.04,0.02,0.11
7.047,-0.09,-0.03,0.01,0.10
7.057,-0.10,-0.01,-0.01,0.10
7.067,-0.12,0.03,-0.03,0.12
7.077,-0.06,0.08,-0.06,0.12
7.087,-0.05,0.14,-0.10,0.18
7.097,-0.11,0.12,-0.00,0.17
7.107,-0.18,0.10,0.10,0.23
7.118,-0.20,0.09,0.15,0.26
7.128,-0.18,0.09,0.17,0.27
7.137,-0.10,0.11,0.15,0.21
7.147,-0.04,0.11,0.06,0.13
7.157,-0.03,0.11,0.02,0.11
7.168,-0.02,0.09,0.02,0.09
7.177,-0.07,0.06,0.05,0.11
7.188,-0.13,0.05,0.03,0.15
7.198,-0.09,0.09,-0.06,0.14
7.207,-0.05,0.12,-0.15,0.20
7.218,-0.07,0.14,-0.18,0.24
7.227,-0.08,0.12,-0.13,0.19
7.238,-0.14,0.07,-0.07,0.17
7.247,-0.21,0.03,-0.03,0.22
7.258,-0.24,0.03,-0.03,0.24
7.268,-0.15,0.04,-0.12,0.19
7.277,-0.08,0.03,-0.19,0.21
7.288,-0.05,0.00,-0.17,0.17
7.298,-0.11,-0.03,-0.09,0.15
7.308,-0.23,-0.06,0.02,0.24
7.318,-0.27,-0.04,0.09,0.29
7.328,-0.19,0.01,0.10,0.22
7.338,-0.07,-0.00,0.03,0.08
7.348,0.05,-0.05,-0.01,0.07
7.358,0.10,-0.04,0.02,0.11
7.368,0.08,-0.02,0.07,0.10
7.378,0.03,-0.01,0.11,0.12
7.388,-0.06,0.01,0.09,0.10
7.398,-0.17,0.02,0.04,0.18
7.408,-0.23,0.07,-0.04,0.24
7.418,-0.19,0.11,-0.12,0.25
7.428,-0.12,0.15,-0.13,0.23
7.438,-0.11,0.10,-0.14,0.21
7.448,-0.13,0.01,-0.14,0.19
7.458,-0.12,-0.03,-0.08,0.15
7.468,-0.15,-0.03,-0.07,0.16
7.478,-0.24,-0.04,-0.08,0.26
7.488,-0.16,-0.07,0.16,0.24
7.498,-0.12,-0.05,0.22,0.26
7.508,-0.04,0.01,0.10,0.11
7.518,-0.01,0.05,-0.01,0.05
7.528,-0.03,0.04,-0.11,0.12
7.538,-0.09,0.02,-0.11,0.14
7.548,-0.14,0.00,-0.10,0.17
7.558,-0.17,0.02,-0.06,0.18
7.568,-0.21,0.03,-0.04,0.22
7.578,-0.12,0.05,-0.04,0.14
7.588,-0.08,0.05,-0.01,0.09
7.598,-0.10,0.01,-0.09,0.13
7.608,-0.17,-0.04,-0.01,0.18
7.618,-0.24,-0.06,0.20,0.31
7.628,-0.16,-0.04,0.20,0.26
7.638,-0.11,0.02,0.01,0.11
7.648,-0.16,0.03,-0.14,0.21
7.658,-0.15,-0.01,-0.14,0.20
7.668,-0.13,-0.04,-0.05,0.15
7.678,-0.11,-0.04,0.07,0.14
7.688,-0.11,-0.02,0.18,0.22
7.698,-0.08,-0.00,0.20,0.21
7.708,-0.06,0.01,0.10,0.12
7.718,-0.05,0.02,0.04,0.06
7.728,-0.11,0.02,0.04,0.12
7.738,-0.17,-0.02,0.04,0.18
7.748,-0.14,-0.01,0.01,0.14
7.758,-0.08,0.05,-0.01,0.09
7.768,-0.01,0.10,-0.06,0.11
7.778,-0.05,0.08,-0.07,0.12
7.788,-0.12,0.05,-0.06,0.15
7.798,-0.20,0.03,-0.00,0.20
7.808,-0.23,0.00,0.06,0.24
7.818,-0.17,0.01,0.05,0.18
7.828,-0.15,0.06,0.00,0.16
7.838,-0.15,0.03,-0.01,0.16
7.848,-0.16,-0.01,0.02,0.16
7.858,-0.13,-0.01,0.06,0.14
7.868,-0.09,0.00,0.10,0.14
7.878,-0.08,0.01,0.09,0.12
7.888,-0.10,0.03,0.03,0.11
7.898,-0.01,0.04,-0.01,0.05
7.908,-0.02,0.06,-0.06,0.08
7.918,-0.03,0.03,-0.07,0.08
7.928,-0.11,0.01,-0.04,0.11
7.938,-0.16,0.01,-0.00,0.16
7.948,-0.16,0.01,0.01,0.16
7.958,-0.21,-0.01,-0.02,0.21
7.968,-0.21,0.02,-0.05,0.22
7.978,-0.19,0.04,-0.13,0.23
7.984,-0.10,0.03,-0.16,0.19
7.994,-0.00,-0.01,-0.10,0.10
8.004,-0.01,-0.04,0.02,0.05
8.014,-0.02,-0.05,0.10,0.11
8.024,0.02,-0.03,0.16,0.16
8.034,-0.03,-0.02,0.17,0.18
8.045,-0.11,0.01,0.12,0.17
8.054,-0.15,0.01,0.05,0.16
8.064,-0.14,0.02,-0.01,0.15
8.075,-0.13,0.03,-0.09,0.16
8.084,-0.15,0.03,-0.12,0.20
8.095,-0.16,0.04,-0.06,0.18
8.105,-0.16,0.03,-0.03,0.17
8.115,-0.17,0.01,0.00,0.17
8.125,-0.15,0.04,0.05,0.17
8.135,-0.09,0.03,0.03,0.10
8.144,-0.04,0.05,-0.01,0.07
8.155,-0.06,0.05,0.00,0.07
8.165,-0.09,0.00,0.01,0.09
8.174,-0.08,0.02,0.04,0.09
8.184,-0.08,-0.01,0.11,0.13
8.195,-0.12,-0.02,0.16,0.20
8.205,-0.16,0.01,0.09,0.18
8.215,-0.09,0.03,-0.06,0.11
8.224,-0.12,0.03,-0.04,0.13
8.235,-0.19,-0.01,0.04,0.19
8.244,-0.18,-0.02,0.04,0.19
8.255,-0.16,-0.01,-0.02,0.17
8.265,-0.14,-0.01,-0.08,0.16
8.275,-0.13,-0.01,-0.11,0.17
8.285,-0.11,-0.00,-0.12,0.16
8.295,-0.03,-0.01,-0.12,0.13
8.304,-0.06,-0.03,-0.05,0.08
8.315,-0.11,-0.04,0.07,0.14
8.325,-0.13,-0.03,0.14,0.20
8.335,-0.12,0.00,0.13,0.17
8.345,-0.07,0.02,0.03,0.08
8.355,-0.00,0.01,-0.08,0.08
8.365,0.05,-0.02,-0.12,0.13
8.375,0.06,-0.03,-0.11,0.13
8.385,0.01,-0.03,-0.06,0.07
8.395,-0.01,-0.01,-0.05,0.05
8.405,-0.04,-0.01,-0.08,0.09
8.415,-0.05,-0.03,-0.08,0.10
8.425,-0.04,-0.02,-0.06,0.07
8.435,-0.07,0.02,-0.04,0.09
8.445,-0.16,0.03,0.02,0.17
8.455,-0.24,0.02,0.07,0.25
8.465,-0.25,0.04,0.07,0.26
8.475,-0.17,0.05,0.04,0.18
8.485,-0.13,0.04,0.03,0.13
8.495,-0.05,0.04,-0.01,0.06
8.505,-0.00,0.03,-0.07,0.07
8.515,-0.03,0.01,-0.07,0.08
8.525,-0.07,-0.01,-0.05,0.09
8.535,-0.11,-0.04,-0.01,0.12
8.545,-0.20,-0.04,0.04,0.21
8.555,-0.19,-0.06,0.06,0.21
8.565,-0.23,-0.05,0.12,0.26
8.575,-0.21,-0.02,0.10,0.23
8.585,-0.14,-0.02,0.00,0.14
8.595,-0.10,0.01,-0.08,0.13
8.605,-0.03,0.02,-0.14,0.14
8.615,-0.15,-0.01,-0.06,0.16
8.625,-0.17,-0.04,-0.00,0.18
8.635,-0.09,-0.02,-0.02,0.09
8.645,-0.11,0.01,-0.07,0.13
8.655,-0.11,0.02,-0.11,0.16
8.665,-0.14,-0.00,-0.12,0.18
8.675,-0.20,-0.02,-0.07,0.22
8.685,-0.21,-0.05,-0.00,0.21
8.695,-0.16,-0.06,0.05,0.18
8.705,-0.09,-0.09,0.05,0.13
8.715,-0.02,-0.11,0.01,0.11
8.725,0.07,-0.10,-0.03,0.12
8.735,0.06,-0.06,-0.05,0.11
8.745,0.01,-0.05,-0.11,0.12
8.755,0.00,-0.03,-0.15,0.15
8.765,-0.10,0.00,-0.12,0.16
8.775,-0.18,0.03,-0.03,0.18
8.785,-0.21,0.02,0.05,0.22
8.795,-0.22,0.01,0.11,0.25
8.805,-0.24,0.00,0.12,0.27
8.815,-0.23,-0.01,0.07,0.25
8.825,-0.16,-0.02,0.00,0.16
8.835,-0.14,-0.03,-0.06,0.16
8.845,-0.13,-0.04,-0.05,0.14
8.855,-0.09,-0.06,0.00,0.11
8.865,-0.06,-0.05,0.05,0.09
8.875,-0.04,-0.03,0.08,0.09
8.885,-0.06,-0.04,0.02,0.08
8.895,-0.07,-0.01,-0.03,0.08
8.905,-0.08,-0.04,-0.05,0.10
8.915,-0.12,-0.01,0.04,0.12
8.925,-0.12,-0.01,0.07,0.14
8.935,-0.04,-0.01,0.01,0.05
8.945,-0.06,0.02,-0.01,0.06
8.955,-0.08,0.03,-0.03,0.09
8.965,-0.09,0.05,-0.04,0.11
8.975,-0.09,0.05,-0.05,0.12
8.985,-0.07,0.03,-0.03,0.08
8.995,-0.04,0.04,-0.02,0.06
9.005,-0.02,0.05,-0.09,0.10
9.015,-0.05,0.03,-0.12,0.13
9.025,-0.09,0.01,-0.00,0.09
9.035,-0.14,0.04,0.01,0.15
9.045,-0.17,0.05,0.04,0.18
9.055,-0.18,0.02,0.05,0.19
9.065,-0.16,0.01,0.00,0.16
9.075,-0.12,0.02,-0.02,0.12
9.085,-0.11,-0.02,-0.01,0.11
9.095,-0.08,-0.07,0.00,0.11
9.105,-0.07,-0.07,0.03,0.11
9.115,-0.07,-0.09,0.02,0.11
9.125,-0.03,-0.12,0.01,0.12
9.135,-0.07,-0.11,0.04,0.13
9.145,-0.13,-0.10,0.03,0.17
9.155,-0.14,-0.09,0.01,0.16
9.165,-0.10,-0.09,-0.03,0.14
9.175,-0.07,-0.09,-0.10,0.15
9.185,-0.08,-0.09,-0.15,0.20
9.195,-0.11,-0.09,-0.16,0.21
9.205,-0.15,-0.10,-0.08,0.20
9.215,-0.16,-0.08,-0.03,0.18
9.225,-0.20,-0.07,-0.02,0.21
9.235,-0.24,-0.05,0.00,0.24
9.245,-0.21,-0.04,-0.02,0.21
9.255,-0.21,-0.04,-0.06,0.22
9.265,-0.19,-0.04,-0.08,0.21
9.275,-0.12,-0.04,-0.10,0.16
9.285,-0.08,-0.02,-0.10,0.13
9.295,-0.04,0.00,-0.08,0.09
9.305,-0.04,0.01,-0.04,0.06
9.315,-0.07,0.03,0.02,0.08
9.325,-0.05,0.03,0.02,0.07
9.335,-0.06,0.04,0.12,0.14
9.345,-0.12,0.01,0.16,0.20
9.355,-0.16,0.00,0.11,0.19
9.365,-0.14,0.03,0.06,0.16
9.375,-0.12,0.07,0.03,0.14
9.385,-0.11,0.08,0.01,0.14
9.395,-0.10,0.06,0.02,0.12
9.405,-0.07,0.04,0.08,0.11
9.415,-0.02,0.01,0.11,0.12
9.425,-0.02,-0.01,0.09,0.10
9.435,-0.01,-0.00,0.07,0.08
9.445,-0.00,0.02,0.08,0.08
9.455,-0.00,0.03,0.02,0.04
9.465,-0.01,0.08,0.11,0.13
9.475,-0.07,0.09,0.12,0.16
9.485,-0.12,0.08,0.10,0.18
9.495,-0.10,0.10,0.13,0.19
9.505,-0.11,0.13,0.17,0.24
9.515,-0.14,0.13,0.14,0.23
9.525,-0.16,0.14,0.14,0.25
9.535,-0.19,0.15,0.09,0.25
9.545,-0.11,0.14,-0.01,0.18
9.555,-0.05,0.14,-0.06,0.16
9.565,-0.05,0.09,-0.03,0.11
9.575,-0.01,0.04,0.00,0.04
9.585,-0.03,0.02,0.04,0.05
9.595,-0.03,0.02,0.06,0.07
9.605,-0.06,0.02,0.07,0.10
9.615,-0.11,0.01,0.04,0.12
9.625,-0.16,-0.01,0.05,0.17
9.636,-0.16,-0.01,-0.02,0.17
9.645,-0.16,-0.02,-0.09,0.19
9.655,-0.16,-0.02,-0.12,0.20
9.665,-0.10,0.01,-0.14,0.17
9.675,-0.04,0.02,-0.17,0.18
9.685,-0.06,0.03,-0.17,0.18
9.696,-0.11,0.03,-0.12,0.17
9.706,-0.17,0.05,-0.07,0.20
9.715,-0.23,0.05,-0.04,0.24
9.725,-0.28,0.05,-0.05,0.29
9.735,-0.22,0.04,-0.05,0.23
9.745,-0.21,0.04,0.01,0.21
9.756,-0.18,0.05,0.07,0.20
9.766,-0.10,0.04,0.07,0.13
9.776,-0.05,0.03,0.06,0.08
9.786,-0.05,0.02,0.04,0.07
9.796,-0.02,-0.01,0.03,0.03
9.806,0.01,-0.01,-0.01,0.02
9.816,0.02,0.01,-0.02,0.03
9.826,-0.02,-0.01,-0.03,0.03
9.836,-0.05,0.00,-0.04,0.07
9.846,-0.09,0.04,-0.07,0.12
9.856,-0.09,0.07,-0.09,0.14
9.866,-0.08,0.08,-0.08,0.14
9.876,-0.05,0.06,0.01,0.08
9.886,-0.06,0.06,0.07,0.11
9.896,-0.07,0.04,0.04,0.09
9.906,-0.11,0.07,-0.06,0.14
9.916,-0.16,0.05,-0.11,0.20
9.926,-0.17,0.03,-0.09,0.19
9.936,-0.17,0.02,-0.06,0.18
9.946,-0.11,0.03,-0.07,0.13
9.956,-0.07,0.03,-0.09,0.11
9.966,-0.09,0.02,-0.04,0.10
9.976,-0.12,0.04,0.01,0.12
9.986,-0.12,0.08,-0.03,0.14
9.996,-0.12,0.08,-0.07,0.16
10.006,-0.12,0.06,-0.04,0.14
10.016,-0.07,0.06,-0.01,0.09
10.026,-0.05,0.03,0.07,0.09
10.036,-0.07,0.04,0.14,0.16
10.046,-0.11,0.04,0.13,0.17
10.056,-0.14,0.05,0.05,0.15
10.066,-0.19,0.04,0.04,0.20
10.076,-0.22,0.03,0.11,0.25
10.086,-0.26,-0.01,0.13,0.29
10.096,-0.25,-0.00,0.07,0.26
10.106,-0.19,0.03,0.00,0.20
10.116,-0.14,0.07,-0.08,0.18
10.126,-0.12,0.04,-0.14,0.19
10.136,-0.02,-0.03,-0.09,0.10
10.146,0.05,-0.06,-0.01,0.08
10.156,0.09,-0.07,0.03,0.12
10.166,0.08,-0.05,0.04,0.10
10.176,0.00,-0.06,-0.01,0.06
10.186,-0.07,-0.04,-0.05,0.09
10.196,-0.15,0.01,-0.07,0.17
10.206,-0.14,-0.01,-0.12,0.18
10.216,-0.11,-0.01,-0.11,0.16
10.226,-0.14,-0.00,-0.08,0.16
10.236,-0.15,0.01,-0.04,0.15
10.246,-0.11,0.02,-0.02,0.11
10.256,-0.09,-0.01,-0.02,0.09
10.266,-0.11,-0.01,-0.04,0.12
10.276,-0.10,0.00,-0.03,0.10
10.286,-0.09,-0.00,-0.03,0.10
10.296,-0.11,-0.03,0.03,0.12
10.306,-0.11,-0.04,0.10,0.15
10.316,-0.09,-0.05,0.11,0.15
10.326,-0.06,-0.02,0.11,0.12
10.336,-0.08,0.04,0.11,0.14
10.346,-0.07,0.03,0.06,0.10
10.356,-0.12,0.01,0.01,0.12
10.366,-0.14,-0.02,0.03,0.15
10.376,-0.15,-0.04,-0.00,0.16
10.386,-0.18,-0.05,-0.05,0.19
10.396,-0.18,-0.08,-0.07,0.21
10.406,-0.13,-0.06,-0.08,0.17
10.416,-0.08,-0.06,-0.11,0.15
10.426,-0.09,-0.03,-0.11,0.14
10.436,-0.13,-0.02,-0.04,0.14
10.446,-0.18,-0.01,0.01,0.18
10.456,-0.20,0.02,0.05,0.21
10.466,-0.19,0.05,0.03,0.20
10.476,-0.10,0.06,-0.00,0.12
10.486,-0.05,0.06,0.00,0.08
10.496,0.00,0.03,0.04,0.05
10.506,0.04,0.05,0.08,0.11
10.516,0.02,0.02,0.11,0.11
10.526,-0.06,0.01,0.12,0.14
10.536,-0.11,0.05,0.08,0.15
10.546,-0.10,0.05,0.04,0.12
10.556,-0.03,0.06,-0.00,0.07
10.566,-0.00,0.06,-0.04,0.07
10.576,-0.07,0.02,-0.02,0.07
10.586,-0.09,0.01,0.01,0.09
10.596,-0.06,0.02,0.03,0.07
10.606,-0.05,0.05,0.04,0.08
10.616,-0.07,0.03,0.07,0.10
10.626,-0.09,0.03,0.08,0.13
10.636,-0.05,0.04,0.10,0.12
10.646,-0.01,0.04,0.07,0.08
10.656,0.00,0.02,0.03,0.04
10.666,0.01,0.03,0.01,0.03
10.676,-0.03,0.05,0.03,0.06
10.686,-0.07,0.04,0.01,0.08
10.696,-0.12,0.02,-0.00,0.12
10.706,-0.17,0.02,0.01,0.17
10.716,-0.19,0.04,0.01,0.19
10.726,-0.15,0.07,-0.05,0.17
10.736,-0.14,0.08,-0.09,0.18
10.746,-0.13,0.08,-0.07,0.17
10.756,-0.13,0.10,-0.02,0.16
10.766,-0.16,0.08,0.04,0.18
10.776,-0.16,0.09,0.06,0.19
10.786,-0.17,0.09,0.01,0.19
10.796,-0.12,0.10,-0.09,0.18
10.806,-0.09,0.10,-0.11,0.17
10.816,-0.12,0.09,-0.12,0.19
10.826,-0.10,0.03,-0.14,0.17
10.836,-0.08,0.04,-0.17,0.20
10.846,-0.13,0.02,-0.20,0.24
10.856,-0.16,0.01,-0.18,0.24
10.866,-0.15,-0.01,-0.10,0.18
10.876,-0.11,-0.05,-0.08,0.15
10.886,-0.06,-0.03,-0.11,0.13
10.896,-0.01,-0.01,-0.15,0.15
10.906,0.06,-0.01,-0.14,0.15
10.916,0.04,0.02,-0.13,0.14
10.926,-0.01,0.03,-0.10,0.11
10.936,-0.10,0.05,-0.03,0.11
10.946,-0.18,0.06,0.05,0.20
10.956,-0.26,0.06,0.04,0.27
10.966,-0.29,0.06,0.02,0.30
10.976,-0.25,0.07,-0.01,0.26
10.986,-0.21,0.06,-0.05,0.22
10.996,-0.14,0.03,-0.09,0.17
11.006,-0.06,0.02,-0.12,0.13
11.016,-0.00,0.01,-0.05,0.05
11.026,-0.03,-0.02,0.01,0.04
11.036,-0.02,-0.04,0.03,0.06
11.046,-0.04,-0.05,0.04,0.07
11.056,-0.07,-0.01,0.02,0.07
11.066,-0.09,-0.01,-0.00,0.09
11.076,-0.16,0.02,-0.02,0.16
11.086,-0.18,0.03,0.00,0.18
11.096,-0.12,0.01,-0.02,0.12
11.106,-0.15,0.02,-0.03,0.16
11.116,-0.12,0.03,-0.08,0.14
11.126,-0.08,0.02,-0.10,0.13
11.137,-0.04,0.00,-0.11,0.12
11.146,0.00,0.00,-0.11,0.11
11.157,-0.02,0.02,-0.05,0.06
11.167,-0.09,-0.01,0.04,0.09
11.176,-0.16,-0.03,0.09,0.18
11.186,-0.17,-0.02,0.08,0.18
11.197,-0.10,0.01,0.07,0.12
11.207,-0.12,-0.01,0.07,0.14
11.217,-0.12,-0.03,0.06,0.14
11.227,-0.09,-0.03,0.05,0.10
11.237,-0.09,-0.04,0.06,0.12
11.247,-0.07,-0.05,0.06,0.11
11.257,-0.02,-0.05,0.04,0.07
11.267,-0.01,-0.07,0.08,0.11
11.277,0.01,-0.10,0.14,0.17
11.287,-0.00,-0.10,0.15,0.18
11.297,-0.03,-0.08,0.12,0.14
11.307,-0.03,-0.04,0.02,0.05
11.317,-0.07,-0.00,-0.08,0.10
11.327,-0.12,-0.02,-0.12,0.17
11.337,-0.16,-0.00,-0.11,0.19
11.347,-0.19,0.01,-0.07,0.20
11.357,-0.22,0.04,-0.02,0.22
11.367,-0.23,0.05,-0.03,0.23
11.377,-0.23,0.06,-0.05,0.24
11.387,-0.23,0.05,-0.06,0.25
11.397,-0.17,0.05,-0.07,0.19
11.407,-0.11,0.04,-0.07,0.14
11.417,-0.05,0.01,-0.06,0.08
11.427,0.00,-0.01,-0.05,0.05
11.437,-0.00,-0.03,-0.07,0.08
11.447,-0.05,-0.02,-0.05,0.08
11.457,-0.09,-0.02,-0.04,0.10
11.467,-0.12,-0.00,-0.01,0.12
11.477,-0.10,0.02,0.02,0.11
11.487,-0.09,0.01,0.00,0.09
11.497,-0.07,-0.00,-0.08,0.10
11.507,-0.09,0.01,-0.12,0.15
11.517,-0.07,0.02,-0.14,0.16
11.527,-0.12,0.00,-0.17,0.21
11.537,-0.18,0.01,-0.17,0.25
11.547,-0.19,-0.00,-0.16,0.25
11.557,-0.22,-0.01,-0.08,0.24
11.567,-0.21,-0.04,0.01,0.21
11.577,-0.15,-0.06,0.08,0.18
11.587,-0.06,-0.09,0.09,0.14
11.597,0.01,-0.09,0.04,0.10
11.607,0.03,-0.07,0.01,0.07
11.617,0.03,-0.07,0.01,0.07
11.627,-0.03,-0.05,-0.04,0.07
11.637,-0.08,-0.05,-0.09,0.13
11.647,-0.15,-0.03,-0.10,0.18
11.657,-0.23,-0.01,-0.09,0.24
11.667,-0.29,0.01,-0.05,0.30
11.677,-0.32,0.03,-0.02,0.33
11.687,-0.28,0.06,-0.08,0.29
11.697,-0.17,0.05,-0.15,0.23
11.707,-0.11,0.03,-0.15,0.19
11.717,-0.03,0.00,-0.09,0.10
11.727,0.02,-0.01,-0.03,0.04
11.737,0.02,-0.03,0.02,0.04
11.747,0.01,-0.05,0.05,0.07
11.757,-0.02,-0.02,0.01,0.03
11.767,-0.07,0.00,0.01,0.07
11.777,-0.08,0.02,-0.04,0.09
11.787,-0.11,0.03,-0.08,0.13
11.797,-0.12,0.03,-0.05,0.13
11.807,-0.09,0.02,-0.06,0.11
11.817,-0.13,0.04,-0.06,0.15
11.827,-0.16,0.02,-0.03,0.16
11.837,-0.18,0.02,-0.14,0.23
11.847,-0.13,0.05,-0.11,0.17
11.857,-0.11,0.05,-0.08,0.15
11.867,-0.01,0.05,-0.04,0.06
11.877,-0.04,0.04,-0.04,0.07
11.887,-0.11,0.04,0.03,0.12
11.897,-0.11,0.06,0.03,0.13
11.907,-0.09,0.06,-0.03,0.11
11.917,-0.16,0.04,-0.01,0.17
11.927,-0.19,0.03,0.02,0.19
11.937,-0.16,0.03,-0.01,0.16
11.947,-0.09,0.03,-0.05,0.11
11.957,-0.02,0.03,-0.04,0.05
11.967,0.01,-0.01,-0.04,0.05
11.977,-0.02,-0.04,-0.02,0.05
11.988,-0.07,-0.03,-0.02,0.08
11.997,-0.09,-0.04,-0.04,0.11
12.007,-0.08,-0.03,-0.05,0.10
12.017,-0.07,-0.05,-0.07,0.11
12.027,-0.10,-0.02,-0.03,0.11
12.037,-0.09,-0.00,-0.01,0.09
12.047,-0.10,-0.01,0.02,0.11
12.057,-0.14,-0.01,0.03,0.14
12.067,-0.20,-0.01,0.01,0.20
12.077,-0.18,0.00,-0.02,0.18
12.087,-0.15,0.02,-0.04,0.16
12.097,-0.15,0.02,-0.07,0.16
12.107,-0.12,0.02,-0.08,0.15
12.117,-0.09,0.00,-0.07,0.11
12.127,-0.07,-0.01,-0.04,0.08
12.137,-0.03,-0.01,-0.04,0.05
12.147,-0.01,-0.00,-0.05,0.05
12.157,-0.02,-0.00,-0.06,0.06
12.167,-0.08,0.03,-0.02,0.09
12.177,-0.10,0.01,0.01,0.10
12.187,-0.15,0.01,0.04,0.15
12.197,-0.17,0.03,0.01,0.17
12.207,-0.19,0.04,0.04,0.20
12.217,-0.15,0.02,0.05,0.16
12.227,-0.11,0.03,0.02,0.12
12.237,-0.08,0.05,-0.06,0.11
12.247,-0.11,0.06,-0.13,0.18
12.257,-0.13,0.02,-0.12,0.18
12.267,-0.12,-0.01,-0.04,0.13
12.277,-0.10,-0.05,0.05,0.12
12.287,-0.10,-0.06,0.08,0.15
12.297,-0.06,-0.07,0.09,0.13
12.307,0.03,-0.04,0.08,0.10
12.317,0.03,-0.03,0.07,0.08
12.327,0.01,0.00,0.05,0.05
12.337,-0.03,0.00,0.04,0.05
12.347,-0.09,-0.01,0.02,0.10
12.359,-0.16,0.03,0.01,0.16
12.369,-0.22,0.03,-0.01,0.22
12.378,-0.23,0.05,-0.00,0.24
12.389,-0.18,0.07,-0.06,0.20
12.399,-0.10,0.09,-0.15,0.20
12.409,-0.05,0.10,-0.15,0.19
12.419,0.01,0.05,-0.21,0.21
12.429,-0.00,-0.02,-0.07,0.08
12.439,0.01,-0.01,0.07,0.07
12.449,0.01,-0.02,0.13,0.14
12.459,0.03,0.01,0.17,0.17
12.469,0.01,0.05,0.15,0.16
12.479,-0.08,0.05,0.13,0.16
12.489,-0.12,0.06,0.08,0.15
12.499,-0.16,0.04,0.07,0.18
12.509,-0.25,-0.02,0.04,0.26
12.519,-0.29,-0.13,-0.03,0.32
12.529,-0.30,-0.12,-0.06,0.33
12.539,-0.22,-0.12,-0.10,0.27
12.549,-0.05,0.01,-0.05,0.07
12.559,-0.00,0.01,-0.07,0.08
12.569,-0.03,-0.06,-0.07,0.10
12.579,-0.17,-0.09,-0.17,0.26
12.589,-0.16,-0.12,-0.32,0.38
12.599,-0.15,-0.06,-0.30,0.34
12.609,-0.19,-0.04,-0.16,0.25
12.619,-0.17,-0.04,-0.03,0.18
12.629,-0.17,0.00,0.04,0.17
12.639,-0.19,-0.01,0.05,0.20
12.649,-0.19,-0.01,0.02,0.19
12.659,-0.13,-0.00,-0.06,0.15
12.669,-0.10,0.01,-0.07,0.12
12.679,-0.07,0.07,-0.00,0.10
12.689,-0.03,0.12,0.08,0.15
12.699,-0.04,0.12,0.07,0.14
12.709,-0.07,0.09,0.01,0.12
12.719,-0.08,0.10,0.01,0.12
12.729,-0.08,0.11,0.06,0.15
12.739,-0.05,0.09,0.05,0.12
12.749,-0.01,0.03,-0.03,0.04
12.759,0.00,0.02,-0.01,0.03
12.769,-0.00,0.04,-0.04,0.06
12.779,0.06,0.05,-0.06,0.10
12.789,0.03,0.04,-0.05,0.07
12.799,-0.09,0.01,0.00,0.09
12.809,-0.14,-0.03,0.05,0.15
12.819,-0.19,-0.01,0.05,0.20
12.829,-0.23,-0.03,0.00,0.23
12.839,-0.23,-0.02,-0.10,0.25
12.849,-0.18,0.02,-0.09,0.20
12.859,-0.09,0.04,-0.03,0.11
12.869,-0.06,0.02,0.04,0.08
12.879,-0.06,-0.01,0.09,0.11
12.889,-0.08,-0.03,0.08,0.12
12.899,-0.10,-0.04,0.01,0.11
12.909,-0.08,-0.02,-0.07,0.11
