time,ax,ay,az,atotal
6.566,0.00,0.01,-0.01,0.01
6.576,0.02,0.00,-0.02,0.03
6.586,0.03,0.01,-0.02,0.04
6.596,0.03,0.02,0.01,0.03
6.606,-0.02,0.04,0.08,0.09
6.616,-0.01,0.03,0.10,0.10
6.626,0.01,0.02,0.05,0.06
6.636,0.03,0.02,-0.01,0.04
6.646,0.03,0.01,-0.04,0.05
6.656,0.02,-0.01,-0.03,0.04
6.666,0.01,0.00,-0.02,0.02
6.676,0.02,0.02,0.01,0.03
6.686,0.02,0.01,0.05,0.06
6.696,0.02,-0.00,0.05,0.06
6.706,0.04,-0.01,0.03,0.05
6.716,0.03,-0.01,0.00,0.03
6.726,-0.00,-0.01,-0.04,0.04
6.736,0.01,0.01,-0.05,0.05
6.746,0.01,0.03,-0.07,0.07
6.756,0.00,0.03,-0.06,0.07
6.766,0.01,0.02,-0.04,0.05
6.776,-0.01,0.03,-0.02,0.04
6.786,-0.01,0.02,0.01,0.02
6.796,-0.02,0.03,0.02,0.04
6.806,0.00,0.04,0.02,0.04
6.816,-0.00,0.03,0.03,0.04
6.826,-0.00,0.02,0.03,0.03
6.836,-0.00,0.01,0.02,0.02
6.846,0.01,-0.01,0.02,0.03
6.856,0.02,0.01,0.01,0.03
6.866,0.01,-0.00,0.00,0.01
6.876,0.02,-0.02,-0.01,0.03
6.886,0.02,-0.00,-0.02,0.03
6.896,-0.00,-0.01,-0.02,0.03
6.906,0.01,-0.02,-0.03,0.04
6.916,0.01,-0.02,-0.01,0.03
6.926,0.01,-0.02,0.01,0.03
6.936,-0.02,-0.03,0.01,0.04
6.946,-0.01,-0.03,0.03,0.04
6.956,0.02,-0.02,0.02,0.04
6.966,0.02,-0.01,0.02,0.03
6.976,0.01,-0.01,-0.00,0.02
6.986,0.01,-0.01,-0.02,0.02
6.996,0.02,-0.00,-0.00,0.02
7.006,0.00,0.02,-0.03,0.04
7.016,0.01,0.03,-0.02,0.04
7.026,-0.01,0.03,-0.00,0.03
7.036,0.01,0.02,-0.04,0.04
7.046,0.04,0.01,-0.03,0.05
7.056,-0.02,-0.02,-0.03,0.04
7.066,-0.03,-0.01,0.04,0.05
7.076,-0.02,0.02,0.04,0.05
7.086,0.02,0.05,-0.02,0.06
7.096,0.04,0.02,-0.09,0.11
7.106,0.04,-0.00,-0.11,0.12
7.116,0.02,-0.00,-0.07,0.07
7.126,-0.01,-0.00,-0.01,0.01
7.136,-0.00,0.00,0.00,0.01
7.146,0.03,0.03,0.01,0.04
7.157,0.04,-0.00,0.02,0.04
7.167,0.04,-0.01,0.03,0.05
7.176,0.00,0.01,0.02,0.02
7.186,-0.01,-0.01,-0.02,0.02
7.197,-0.02,0.01,-0.06,0.06
7.206,-0.01,0.02,-0.06,0.07
7.217,0.00,0.02,-0.04,0.05
7.227,-0.01,0.02,-0.03,0.04
7.237,0.01,0.03,0.01,0.03
7.247,-0.00,0.03,0.02,0.03
7.257,-0.02,0.02,0.04,0.04
7.267,-0.03,0.01,0.03,0.04
7.277,-0.03,0.01,0.02,0.04
7.287,-0.00,-0.02,0.02,0.02
7.297,-0.00,-0.01,0.03,0.03
7.307,0.01,0.00,-0.01,0.01
7.317,0.02,-0.00,0.01,0.02
7.327,0.02,0.00,0.02,0.03
7.337,0.04,0.01,0.03,0.05
7.347,-0.00,0.02,0.08,0.08
7.357,-0.01,0.04,0.08,0.09
7.367,-0.01,0.03,0.02,0.04
7.377,0.03,-0.00,-0.03,0.04
7.387,0.03,-0.01,-0.06,0.06
7.397,0.01,-0.00,-0.06,0.06
7.407,-0.00,0.01,-0.04,0.04
7.417,-0.00,0.00,0.00,0.01
7.427,0.02,0.00,0.03,0.04
7.437,0.02,-0.03,0.06,0.06
7.447,0.01,-0.02,0.06,0.06
7.457,0.02,-0.03,0.03,0.05
7.467,0.02,-0.02,-0.01,0.03
7.477,0.02,-0.01,-0.02,0.03
7.487,0.02,0.01,-0.02,0.03
7.497,0.03,0.02,-0.04,0.06
7.507,0.01,0.03,-0.05,0.06
7.517,-0.00,0.02,-0.03,0.04
7.527,-0.01,0.02,-0.01,0.02
7.537,-0.02,0.03,0.02,0.04
7.547,-0.02,0.03,0.03,0.04
7.557,-0.02,0.02,0.01,0.03
7.567,-0.00,0.00,0.01,0.01
7.577,-0.02,-0.00,0.03,0.04
7.587,-0.00,-0.01,0.03,0.03
7.597,0.01,-0.02,0.03,0.04
7.607,0.01,-0.02,0.02,0.03
7.617,0.03,0.00,0.02,0.04
7.627,0.03,0.01,0.02,0.04
7.637,0.01,-0.01,0.01,0.02
7.647,0.00,-0.02,0.01,0.02
7.657,0.01,-0.01,-0.01,0.01
7.667,0.01,-0.00,0.00,0.01
7.677,-0.03,0.00,0.01,0.03
7.687,-0.00,-0.01,0.00,0.01
7.697,0.02,-0.01,0.01,0.02
7.707,0.03,0.00,0.00,0.03
7.717,0.03,0.00,-0.02,0.03
7.727,0.01,0.00,-0.00,0.01
7.737,-0.01,0.01,-0.01,0.02
7.747,0.01,0.01,-0.01,0.02
7.757,0.02,0.01,-0.01,0.02
7.767,0.01,0.01,-0.02,0.03
7.777,0.00,-0.01,-0.02,0.02
7.787,-0.00,0.00,-0.01,0.01
7.797,-0.03,0.03,0.01,0.05
7.807,-0.01,0.03,0.00,0.03
7.817,0.00,0.03,0.02,0.03
7.827,0.00,0.02,0.00,0.02
7.837,0.02,0.01,-0.01,0.02
7.847,0.02,0.00,-0.04,0.05
7.857,0.01,-0.03,-0.02,0.04
7.867,-0.03,-0.02,0.02,0.04
7.877,-0.03,0.02,0.00,0.04
7.887,0.02,0.01,-0.07,0.07
7.897,0.07,-0.00,-0.10,0.12
7.907,0.03,-0.02,-0.09,0.10
7.917,-0.00,-0.02,-0.04,0.05
7.927,-0.02,0.01,0.02,0.03
7.937,-0.01,-0.01,0.05,0.05
7.947,0.01,-0.01,0.03,0.03
7.957,0.03,-0.02,0.03,0.05
7.967,0.06,-0.02,0.01,0.07
7.977,0.04,-0.01,-0.01,0.04
7.987,0.02,0.00,-0.03,0.04
7.997,-0.01,0.02,-0.04,0.04
8.007,-0.03,0.03,-0.06,0.07
8.017,-0.01,0.03,-0.05,0.06
8.027,-0.01,0.04,-0.02,0.04
8.037,-0.03,0.04,0.01,0.05
8.047,-0.04,0.05,0.04,0.07
8.057,-0.02,0.03,0.04,0.06
8.067,-0.02,0.02,0.01,0.03
8.077,-0.02,0.00,-0.00,0.02
8.087,-0.00,0.01,-0.03,0.03
8.097,0.00,0.01,-0.01,0.01
8.107,0.00,0.00,0.04,0.04
8.117,-0.01,0.01,0.07,0.07
8.127,0.02,0.00,0.07,0.07
8.137,0.02,-0.00,0.06,0.06
8.147,0.02,0.02,0.06,0.07
8.157,0.03,0.01,0.02,0.04
8.167,0.02,0.02,-0.03,0.04
8.177,0.04,0.01,-0.06,0.07
8.187,0.04,0.00,-0.07,0.08
8.197,0.01,0.02,-0.04,0.05
8.207,-0.02,0.02,0.01,0.03
8.217,-0.00,0.01,0.02,0.03
8.227,0.01,0.00,0.05,0.05
8.237,0.03,-0.02,0.04,0.06
8.247,0.05,-0.03,0.03,0.06
8.257,0.03,-0.04,0.02,0.05
8.267,0.02,-0.02,-0.01,0.03
8.277,0.01,-0.04,-0.02,0.04
8.287,0.00,-0.00,-0.02,0.03
8.298,-0.00,0.02,-0.04,0.04
8.308,-0.01,0.02,-0.03,0.04
8.318,-0.04,0.02,-0.03,0.06
8.328,-0.03,0.02,0.00,0.04
8.338,-0.04,0.02,0.00,0.05
8.348,-0.05,-0.00,0.01,0.05
8.358,-0.04,0.01,-0.01,0.04
8.368,-0.03,0.01,-0.03,0.05
8.378,-0.01,-0.02,-0.05,0.05
8.388,-0.01,0.00,-0.06,0.06
8.398,-0.01,-0.02,-0.07,0.08
8.408,0.01,-0.02,-0.05,0.05
8.418,0.02,0.00,-0.02,0.03
8.428,0.00,0.01,-0.01,0.01
8.438,0.00,0.01,0.01,0.02
8.448,-0.01,-0.01,0.02,0.02
8.458,-0.01,-0.02,0.02,0.03
8.468,0.01,-0.02,-0.01,0.02
8.478,0.02,-0.01,-0.03,0.04
8.488,0.01,-0.03,-0.02,0.04
8.498,0.02,-0.01,-0.04,0.04
8.508,0.04,-0.00,-0.04,0.06
8.518,0.02,-0.00,-0.05,0.06
8.528,-0.03,-0.00,-0.07,0.08
8.538,-0.03,0.02,-0.04,0.05
8.548,-0.04,0.03,-0.02,0.06
8.558,-0.04,0.03,0.00,0.05
8.568,-0.02,0.03,0.02,0.04
8.578,0.02,0.00,-0.02,0.03
8.588,0.03,-0.01,-0.06,0.07
8.598,-0.01,-0.02,-0.04,0.05
8.608,-0.02,-0.01,0.00,0.02
8.618,-0.03,0.04,-0.00,0.05
8.628,-0.00,0.02,-0.05,0.06
8.638,0.02,0.00,-0.09,0.10
8.648,0.03,-0.02,-0.10,0.10
8.658,-0.02,-0.02,-0.06,0.07
8.668,-0.04,0.00,-0.00,0.04
8.678,-0.04,0.02,0.02,0.04
8.688,0.02,0.01,0.02,0.03
8.698,0.04,0.02,0.03,0.05
8.708,0.04,-0.01,0.03,0.05
8.718,0.02,-0.01,0.03,0.04
8.728,-0.01,-0.01,-0.02,0.03
8.738,-0.03,0.01,-0.05,0.06
8.748,-0.03,0.01,-0.08,0.08
8.758,-0.01,0.02,-0.07,0.08
8.768,-0.01,0.02,-0.04,0.04
8.778,-0.02,0.03,0.01,0.03
8.788,-0.03,0.02,0.02,0.04
8.798,-0.02,0.03,0.05,0.06
8.808,-0.00,0.03,0.07,0.07
8.818,-0.01,0.00,0.05,0.05
8.828,-0.01,0.01,0.01,0.02
8.838,0.01,0.01,-0.01,0.02
8.848,0.01,0.01,-0.03,0.03
8.858,-0.01,0.01,-0.02,0.02
8.868,0.02,0.01,0.01,0.03
8.878,0.04,0.02,0.06,0.07
8.888,-0.02,0.02,0.09,0.10
8.898,-0.03,0.02,0.10,0.11
8.908,0.02,0.02,0.04,0.05
8.918,0.04,0.00,-0.02,0.04
8.928,0.03,-0.00,-0.06,0.07
8.938,0.02,-0.01,-0.06,0.06
8.948,-0.00,0.01,-0.02,0.03
8.958,-0.01,0.01,-0.00,0.02
8.968,-0.00,0.01,0.03,0.03
8.978,0.01,-0.00,0.03,0.04
8.988,0.02,-0.02,0.04,0.05
8.998,0.01,-0.04,-0.01,0.04
9.008,0.00,-0.02,-0.01,0.02
9.018,0.00,-0.02,0.00,0.02
9.028,0.02,-0.02,-0.02,0.03
9.038,0.01,0.00,-0.04,0.04
9.048,0.01,0.01,-0.02,0.02
9.058,-0.00,0.01,-0.01,0.01
9.068,-0.01,0.02,0.01,0.03
9.078,-0.03,0.03,0.02,0.05
9.088,-0.03,0.03,0.02,0.05
9.098,-0.02,0.03,0.02,0.04
9.108,0.00,0.01,0.02,0.02
9.118,-0.02,-0.01,0.02,0.03
9.128,-0.01,-0.01,0.00,0.01
9.138,0.02,-0.01,0.01,0.02
9.148,0.03,0.01,0.01,0.03
9.158,0.01,-0.02,-0.01,0.02
9.168,0.02,0.00,0.00,0.02
9.178,0.01,0.00,-0.02,0.02
9.188,-0.00,-0.00,-0.02,0.02
9.198,0.00,0.01,0.00,0.01
9.208,0.03,0.00,0.01,0.03
9.218,0.00,-0.01,0.01,0.02
9.228,0.02,-0.02,0.01,0.03
9.238,0.02,-0.02,-0.02,0.03
9.248,0.02,-0.01,-0.02,0.03
9.258,0.02,0.01,-0.02,0.03
9.268,0.01,-0.00,-0.02,0.02
9.278,0.01,0.01,-0.01,0.02
9.289,-0.00,0.01,-0.02,0.02
9.298,0.02,-0.02,-0.00,0.03
9.308,0.01,0.01,0.02,0.03
9.319,-0.01,0.01,0.01,0.02
9.328,-0.00,0.02,0.01,0.02
9.338,-0.00,0.01,0.01,0.02
9.348,-0.02,0.02,0.02,0.03
9.358,0.00,0.01,-0.02,0.03
9.368,0.00,0.02,-0.04,0.04
9.378,0.00,0.02,-0.02,0.03
9.388,0.00,0.02,-0.04,0.05
9.399,0.03,-0.01,-0.02,0.04
9.408,0.01,-0.03,-0.02,0.04
9.419,-0.01,-0.03,0.05,0.06
9.429,-0.02,0.02,0.06,0.06
9.439,0.02,0.05,0.03,0.07
9.449,0.06,0.01,-0.03,0.07
9.459,0.03,-0.03,-0.07,0.08
9.469,0.01,-0.03,-0.05,0.06
9.479,-0.03,0.01,-0.00,0.03
9.489,-0.00,-0.00,-0.00,0.00
9.499,0.02,-0.02,0.02,0.03
9.509,0.04,-0.03,0.03,0.06
9.519,0.04,-0.01,0.05,0.06
9.529,0.02,-0.01,0.02,0.03
9.539,-0.03,-0.00,-0.01,0.03
9.549,-0.02,-0.00,-0.04,0.05
9.559,-0.01,-0.01,-0.06,0.06
9.569,-0.03,-0.00,-0.06,0.07
9.579,0.00,0.01,-0.02,0.02
9.589,-0.02,0.01,0.02,0.03
9.599,-0.01,0.02,0.05,0.05
9.609,-0.02,0.01,0.05,0.06
9.619,-0.02,0.02,0.05,0.06
9.629,-0.00,0.02,0.04,0.04
9.639,0.02,0.01,0.02,0.03
9.649,-0.00,0.03,0.02,0.03
9.659,0.00,0.01,0.02,0.02
9.669,-0.00,0.01,0.02,0.02
9.679,0.01,0.01,0.02,0.03
9.689,0.04,0.01,0.00,0.04
9.699,0.01,0.02,0.02,0.02
9.709,-0.01,0.00,0.04,0.04
9.719,0.01,0.00,-0.00,0.01
9.729,0.03,-0.01,-0.04,0.05
9.739,0.02,0.00,-0.08,0.08
9.749,0.02,-0.01,-0.05,0.06
9.759,-0.01,-0.01,-0.03,0.03
9.769,-0.03,-0.01,0.00,0.03
9.779,-0.01,-0.02,0.02,0.03
9.789,0.01,-0.02,0.05,0.06
9.799,0.03,-0.04,0.04,0.06
9.809,0.03,-0.03,0.03,0.05
9.819,0.03,-0.02,0.02,0.04
9.829,0.02,-0.01,0.01,0.02
9.839,-0.00,-0.00,-0.00,0.01
9.849,-0.02,0.00,-0.01,0.02
9.859,-0.01,0.03,-0.02,0.04
9.869,0.01,0.01,-0.03,0.04
9.879,0.01,0.02,-0.03,0.04
9.889,-0.01,0.01,-0.01,0.02
9.899,-0.03,0.01,-0.00,0.03
9.909,-0.02,0.03,0.01,0.04
9.919,-0.03,0.03,-0.01,0.04
9.929,-0.01,0.02,-0.01,0.03
9.939,-0.01,-0.01,0.00,0.01
9.949,0.00,0.00,0.03,0.03
9.959,-0.01,-0.00,0.03,0.03
9.969,0.01,0.00,0.01,0.02
9.979,0.04,0.01,-0.00,0.04
9.989,0.02,-0.00,-0.02,0.02
9.999,0.02,-0.01,0.00,0.02
10.009,0.02,-0.02,0.02,0.03
10.019,0.00,-0.03,0.02,0.04
10.029,0.01,-0.02,0.01,0.03
10.039,0.01,-0.02,0.03,0.04
10.049,-0.01,-0.01,0.01,0.02
10.059,-0.01,-0.02,-0.02,0.02
10.069,0.00,-0.00,-0.03,0.03
10.079,0.00,0.01,-0.03,0.03
10.089,0.01,0.02,-0.03,0.03
10.099,0.00,0.01,-0.03,0.03
10.109,0.01,-0.01,-0.04,0.04
10.119,0.00,-0.00,-0.05,0.05
10.129,-0.00,-0.00,-0.05,0.05
10.139,0.01,0.01,-0.07,0.07
10.149,-0.03,0.02,-0.06,0.07
10.159,-0.03,0.03,-0.06,0.07
10.169,-0.01,0.04,-0.05,0.06
10.179,-0.02,0.03,-0.04,0.05
10.189,-0.00,0.01,-0.07,0.07
10.199,0.03,-0.01,-0.11,0.11
10.209,-0.01,-0.04,-0.08,0.09
10.219,-0.02,0.01,-0.03,0.04
10.229,-0.02,0.04,-0.03,0.05
10.239,0.03,0.01,-0.05,0.06
10.249,0.04,-0.03,-0.10,0.11
10.259,0.02,-0.05,-0.08,0.10
10.269,-0.03,-0.04,-0.03,0.06
10.279,-0.02,-0.02,-0.02,0.03
10.289,0.00,-0.02,-0.02,0.03
10.299,0.04,-0.02,-0.04,0.06
10.309,0.05,-0.01,-0.06,0.08
10.319,0.06,-0.00,-0.05,0.08
10.329,0.00,0.02,-0.04,0.05
10.339,-0.03,0.03,-0.04,0.05
10.349,-0.04,0.03,-0.04,0.06
10.359,-0.05,0.03,-0.05,0.08
10.369,-0.03,0.03,-0.02,0.05
10.379,-0.02,0.03,0.03,0.04
10.389,-0.01,0.03,0.06,0.07
10.399,-0.00,0.03,0.10,0.10
10.409,-0.01,0.03,0.09,0.09
10.419,-0.00,0.04,0.06,0.07
10.429,-0.00,0.03,0.02,0.04
10.439,0.00,0.02,-0.01,0.03
10.449,0.00,0.02,-0.03,0.03
10.459,-0.02,0.03,-0.04,0.05
10.469,-0.01,0.02,-0.03,0.03
10.479,0.01,-0.00,-0.01,0.02
10.489,-0.00,-0.01,0.03,0.03
10.500,-0.02,0.00,0.10,0.10
10.510,-0.03,0.00,0.12,0.12
10.519,0.00,0.02,0.09,0.09
10.529,0.05,-0.00,0.03,0.05
10.540,0.06,-0.03,-0.04,0.07
10.550,0.01,-0.04,-0.04,0.05
10.560,0.01,-0.04,-0.01,0.04
10.570,-0.00,-0.04,0.02,0.04
10.580,-0.00,-0.04,0.04,0.06
10.590,0.02,-0.04,0.04,0.06
10.600,0.04,-0.04,0.03,0.06
10.610,0.03,-0.04,0.00,0.06
10.620,0.03,-0.04,-0.02,0.05
10.630,0.01,-0.03,-0.02,0.04
10.640,0.00,-0.02,-0.05,0.05
10.650,0.01,-0.02,-0.05,0.05
10.660,-0.00,-0.00,-0.04,0.04
10.670,0.01,0.03,-0.02,0.04
10.680,-0.01,0.04,-0.00,0.04
10.690,-0.02,0.06,0.01,0.06
10.700,-0.03,0.06,0.01,0.07
10.710,-0.03,0.04,0.00,0.05
10.720,-0.01,0.02,0.01,0.02
10.730,-0.01,0.02,-0.00,0.02
10.740,-0.01,0.02,0.01,0.02
10.750,0.01,0.00,-0.01,0.01
10.760,0.03,-0.01,-0.00,0.03
10.770,0.02,-0.00,0.01,0.02
10.780,0.00,0.00,0.01,0.01
10.790,0.01,-0.02,0.02,0.03
10.800,0.01,-0.01,-0.00,0.02
10.810,0.00,-0.03,-0.03,0.04
10.820,0.00,-0.02,-0.02,0.04
10.830,0.01,-0.03,-0.01,0.03
10.840,0.00,-0.01,0.02,0.03
10.850,0.01,-0.03,0.01,0.03
10.860,0.02,-0.03,0.00,0.03
10.870,0.01,-0.00,-0.00,0.01
10.880,0.03,-0.00,-0.01,0.03
10.890,0.02,0.01,-0.01,0.02
10.900,0.03,0.01,-0.01,0.04
10.910,0.01,0.00,0.00,0.01
10.920,-0.01,-0.00,0.00,0.01
10.930,0.00,0.01,-0.01,0.01
10.940,0.01,0.01,-0.00,0.01
10.950,-0.01,0.02,-0.01,0.02
10.960,0.01,-0.01,-0.04,0.04
10.970,0.00,-0.01,-0.06,0.06
10.980,-0.01,-0.03,-0.01,0.04
10.990,-0.04,-0.02,0.04,0.06
11.000,-0.03,0.03,0.04,0.06
11.010,0.01,0.04,-0.03,0.05
11.020,0.04,-0.00,-0.11,0.12
11.030,0.04,-0.02,-0.10,0.11
11.040,0.01,-0.02,-0.07,0.07
11.050,-0.02,-0.01,0.01,0.02
11.060,0.00,0.01,0.07,0.07
11.070,0.04,-0.01,0.08,0.09
11.080,0.07,-0.01,0.04,0.08
11.090,0.06,-0.01,0.00,0.06
11.100,0.01,0.01,-0.03,0.04
11.110,-0.00,0.02,-0.08,0.08
11.120,-0.03,0.02,-0.09,0.09
11.130,-0.02,0.02,-0.07,0.07
11.140,-0.02,0.02,-0.04,0.05
11.150,0.01,0.01,0.01,0.02
11.160,0.01,-0.00,0.03,0.03
11.170,-0.01,0.01,0.05,0.05
11.180,-0.00,0.00,0.05,0.05
11.190,0.02,0.01,0.02,0.03
11.200,-0.02,0.01,0.01,0.03
11.210,-0.00,0.01,0.00,0.01
11.220,0.01,-0.01,0.01,0.01
11.230,0.00,-0.01,0.03,0.04
11.240,0.01,-0.00,0.01,0.02
11.250,0.02,0.01,0.04,0.05
11.260,0.03,-0.01,0.07,0.08
11.270,0.03,-0.01,0.08,0.08
11.280,0.01,0.02,0.07,0.08
11.290,0.01,0.01,0.06,0.06
11.300,0.02,0.02,-0.02,0.03
11.310,0.04,0.00,-0.05,0.07
11.320,0.03,0.01,-0.07,0.08
11.330,-0.00,0.01,-0.05,0.05
11.340,-0.01,-0.01,-0.01,0.02
11.350,0.01,0.00,0.02,0.02
11.360,0.02,-0.01,0.03,0.04
11.370,0.02,-0.02,0.05,0.06
11.380,0.04,-0.03,0.04,0.06
11.390,0.03,-0.02,0.01,0.04
11.400,0.03,-0.03,-0.02,0.05
11.410,0.03,-0.02,-0.02,0.04
11.420,0.02,-0.00,-0.02,0.03
11.430,0.02,0.02,-0.02,0.04
11.440,0.00,0.01,-0.03,0.03
11.450,-0.00,0.01,-0.00,0.01
11.460,-0.02,0.01,0.01,0.02
11.470,-0.04,0.01,0.01,0.04
11.480,-0.04,0.00,0.01,0.05
11.490,-0.01,0.01,0.00,0.02
11.500,-0.02,0.00,0.01,0.02
11.510,-0.01,-0.01,0.01,0.02
11.520,0.01,-0.03,0.01,0.03
11.530,0.00,-0.01,0.02,0.02
11.540,0.01,-0.01,0.01,0.02
11.550,0.02,-0.01,-0.00,0.03
11.560,0.02,0.00,-0.00,0.02
11.570,0.02,-0.01,0.00,0.02
11.580,-0.00,0.01,-0.00,0.01
11.590,0.00,-0.00,-0.02,0.02
11.601,-0.01,-0.01,-0.02,0.03
11.610,0.01,0.00,0.01,0.01
11.621,0.00,-0.00,0.01,0.01
11.631,0.03,-0.01,0.01,0.03
11.641,0.03,-0.01,0.02,0.04
11.650,0.02,0.00,-0.01,0.02
11.661,0.02,-0.00,-0.02,0.03
11.671,0.03,0.00,-0.02,0.04
11.681,0.01,-0.00,-0.02,0.03
11.691,-0.00,0.01,-0.01,0.01
11.701,-0.01,-0.01,-0.01,0.01
11.711,-0.03,-0.01,0.01,0.03
11.721,-0.02,0.01,-0.01,0.02
11.731,-0.01,0.01,0.00,0.02
11.741,-0.01,0.01,0.01,0.02
11.751,0.02,0.01,-0.03,0.04
11.761,0.02,-0.01,-0.07,0.07
11.771,0.02,-0.03,-0.07,0.08
11.781,-0.01,-0.02,-0.03,0.04
11.791,-0.05,0.01,-0.01,0.05
11.801,-0.01,0.02,-0.04,0.04
11.811,0.02,0.00,-0.07,0.07
11.821,0.03,-0.02,-0.09,0.09
11.831,0.01,-0.01,-0.03,0.03
11.841,0.01,0.01,0.04,0.05
11.851,0.01,0.01,0.07,0.07
11.861,0.03,-0.00,0.04,0.05
11.871,0.06,-0.03,0.03,0.08
11.881,0.06,-0.04,0.03,0.08
11.891,0.05,-0.01,0.01,0.05
11.901,0.02,-0.02,-0.02,0.03
11.911,-0.01,0.00,-0.06,0.06
11.921,-0.02,0.01,-0.06,0.06
11.931,0.00,0.03,-0.02,0.04
11.941,-0.02,0.03,0.02,0.04
11.951,-0.01,0.04,0.02,0.05
11.961,-0.02,0.04,0.04,0.06
11.971,-0.03,0.02,0.03,0.05
11.981,-0.02,0.02,0.00,0.03
11.991,-0.04,0.02,-0.00,0.04
12.001,-0.03,-0.01,-0.00,0.03
12.011,-0.04,-0.00,-0.00,0.04
12.021,-0.03,0.01,0.02,0.04
12.031,-0.02,-0.00,0.00,0.02
12.041,0.00,-0.02,0.00,0.02
12.051,0.03,-0.01,0.00,0.03
12.061,0.03,0.00,0.03,0.04
12.071,-0.01,0.02,0.06,0.06
12.081,-0.01,0.02,0.06,0.06
12.091,0.02,0.00,0.00,0.02
12.101,0.04,-0.00,-0.05,0.06
12.111,0.05,0.00,-0.08,0.10
12.121,0.01,0.01,-0.07,0.07
12.131,-0.01,-0.01,-0.06,0.06
12.141,-0.02,-0.01,-0.04,0.04
12.151,-0.00,-0.02,-0.01,0.02
12.161,0.01,-0.02,-0.01,0.03
12.171,0.02,-0.03,0.00,0.04
12.181,0.03,-0.03,-0.00,0.05
12.191,-0.00,-0.01,-0.00,0.01
12.201,-0.01,-0.01,-0.00,0.01
12.211,-0.01,0.01,0.01,0.01
12.221,-0.01,-0.00,0.01,0.01
12.231,-0.02,-0.02,-0.01,0.03
12.241,-0.01,-0.00,-0.00,0.01
12.251,-0.02,0.01,0.02,0.03
12.261,-0.03,0.01,0.02,0.03
12.271,-0.03,0.01,-0.00,0.03
12.281,-0.03,0.01,0.01,0.03
12.291,-0.02,0.02,0.01,0.04
12.301,-0.03,0.01,0.01,0.03
12.311,-0.01,-0.00,0.00,0.01
12.321,-0.00,-0.02,-0.00,0.02
12.331,-0.01,-0.02,-0.02,0.03
12.341,-0.00,-0.00,0.00,0.00
12.351,-0.01,0.00,0.02,0.02
12.361,-0.00,-0.00,0.02,0.02
12.371,0.00,0.00,-0.02,0.02
12.381,0.00,-0.02,-0.02,0.03
12.391,0.02,-0.02,-0.02,0.03
12.401,0.01,-0.01,-0.07,0.07
12.411,0.02,-0.00,-0.07,0.07
12.421,-0.01,0.00,-0.05,0.06
12.431,-0.01,0.00,-0.05,0.05
12.441,-0.02,0.01,-0.04,0.05
12.451,-0.00,0.01,-0.04,0.04
12.461,-0.03,0.01,-0.01,0.03
12.471,-0.00,0.01,-0.01,0.02
12.481,0.03,-0.00,-0.09,0.10
12.491,0.02,-0.03,-0.13,0.13
12.501,-0.01,-0.03,-0.10,0.11
12.511,-0.03,0.01,-0.07,0.08
12.521,-0.03,0.01,-0.09,0.10
12.531,-0.02,-0.00,-0.06,0.07
12.541,0.03,-0.01,-0.07,0.08
12.551,0.01,-0.02,-0.02,0.03
12.561,0.00,-0.01,0.02,0.03
12.571,0.01,-0.02,0.06,0.07
12.581,0.01,0.01,0.05,0.05
12.591,0.05,0.01,0.04,0.06
12.602,0.05,-0.01,0.02,0.05
12.611,0.02,-0.02,0.02,0.03
12.621,-0.01,-0.01,0.00,0.01
12.631,-0.04,-0.00,-0.03,0.05
12.641,-0.04,0.00,-0.06,0.07
12.651,-0.02,0.01,-0.09,0.09
12.661,-0.01,-0.01,-0.08,0.08
12.671,-0.01,0.01,-0.04,0.05
12.681,-0.02,0.00,0.01,0.02
12.691,-0.03,0.01,0.04,0.05
12.701,-0.04,0.01,0.05,0.06
12.712,-0.02,0.00,0.06,0.06
12.722,-0.00,0.00,0.04,0.04
12.732,-0.01,0.01,0.03,0.03
12.742,-0.00,0.00,-0.01,0.01
12.752,0.01,0.01,-0.00,0.01
12.762,0.00,0.01,-0.01,0.02
12.772,0.03,0.00,-0.00,0.03
12.782,0.02,0.01,0.05,0.06
12.792,0.00,0.01,0.11,0.11
12.802,0.01,0.02,0.10,0.10
12.812,0.03,-0.01,0.05,0.05
12.822,0.04,-0.03,-0.04,0.06
12.832,0.04,-0.03,-0.08,0.10
12.842,0.03,-0.01,-0.08,0.08
12.852,-0.01,-0.01,-0.04,0.05
12.862,-0.03,0.01,0.01,0.03
12.872,-0.02,0.00,0.04,0.04
12.882,0.02,-0.01,0.03,0.04
12.892,0.02,-0.01,0.01,0.02
12.902,0.02,-0.02,-0.02,0.03
12.912,0.01,-0.01,-0.05,0.05
12.922,-0.02,-0.02,-0.05,0.06
12.932,-0.01,-0.00,-0.05,0.05
12.942,-0.02,0.00,-0.03,0.03
12.952,-0.01,0.00,0.01,0.01
12.962,-0.00,0.00,0.02,0.02
12.972,-0.01,0.01,0.02,0.02
12.982,0.00,0.02,0.03,0.03
12.992,-0.01,0.01,0.02,0.02
13.002,-0.02,0.02,0.00,0.03
13.012,0.01,0.01,-0.00,0.02
13.022,0.01,-0.00,-0.02,0.02
13.032,-0.01,0.01,0.01,0.01
13.042,0.01,0.00,-0.00,0.01
13.052,0.01,0.00,0.01,0.02
13.062,0.02,-0.01,0.01,0.02
13.072,0.01,-0.00,0.00,0.01
13.082,-0.01,0.01,0.01,0.01
13.092,0.00,-0.01,0.01,0.02
