time,ax,ay,az,atotal
13.102,0.01,-0.02,0.02,0.03
13.112,0.01,-0.00,-0.00,0.01
13.122,0.02,-0.01,-0.01,0.03
13.132,0.01,-0.01,-0.01,0.01
13.142,0.01,-0.01,-0.02,0.02
13.152,0.01,0.01,-0.01,0.02
13.162,0.03,0.01,-0.04,0.05
13.172,-0.01,0.02,-0.03,0.03
13.182,0.02,0.01,-0.03,0.04
13.192,0.03,-0.02,-0.06,0.07
13.202,0.03,-0.04,-0.05,0.07
13.212,-0.03,-0.03,-0.02,0.05
13.222,-0.02,0.01,0.02,0.03
13.232,-0.00,0.02,0.00,0.02
13.242,0.03,0.02,-0.06,0.07
13.252,0.04,-0.00,-0.11,0.11
13.262,0.01,-0.02,-0.08,0.09
13.272,-0.02,-0.03,-0.03,0.05
13.282,-0.03,-0.02,0.02,0.05
13.292,-0.02,-0.03,0.04,0.05
13.302,0.02,-0.02,0.02,0.04
13.312,0.06,-0.03,0.01,0.07
13.322,0.06,-0.02,0.03,0.07
13.332,0.02,-0.00,0.00,0.02
13.342,-0.01,0.00,-0.04,0.05
13.352,-0.01,0.02,-0.13,0.13
13.362,-0.00,0.01,-0.13,0.13
13.372,-0.00,0.01,-0.07,0.07
13.382,-0.02,0.03,-0.01,0.04
13.392,-0.03,0.02,0.05,0.06
13.402,-0.03,0.02,0.07,0.08
13.412,-0.03,0.01,0.06,0.07
13.422,-0.02,0.01,0.07,0.07
13.432,-0.01,-0.00,0.05,0.05
13.442,0.02,-0.00,-0.01,0.02
13.452,0.01,-0.02,-0.03,0.03
13.462,0.01,0.00,-0.01,0.01
13.472,0.01,0.02,0.00,0.02
13.482,0.02,-0.01,0.04,0.04
13.492,0.04,0.00,0.03,0.05
13.502,0.02,0.02,0.08,0.08
13.512,-0.01,0.02,0.09,0.09
13.522,0.01,0.02,0.06,0.06
13.532,0.03,-0.01,-0.03,0.04
13.542,0.05,-0.03,-0.09,0.11
13.552,0.03,-0.01,-0.10,0.10
13.562,-0.02,-0.01,-0.06,0.07
13.572,-0.02,0.00,-0.02,0.03
13.582,0.00,0.01,0.01,0.02
13.592,0.00,0.00,0.05,0.05
13.602,0.02,-0.02,0.06,0.07
13.612,0.00,-0.02,0.04,0.05
13.622,0.03,-0.01,0.02,0.04
13.632,0.01,-0.02,-0.01,0.02
13.642,0.00,-0.00,-0.03,0.03
13.652,0.01,-0.01,-0.03,0.03
13.662,0.00,-0.00,-0.04,0.04
13.672,0.01,-0.00,-0.02,0.03
13.682,-0.00,-0.01,-0.00,0.01
13.692,0.00,0.01,0.02,0.02
13.702,-0.02,0.01,0.03,0.04
13.712,-0.01,0.02,0.01,0.03
13.722,0.01,0.01,0.01,0.01
13.732,-0.00,0.01,0.01,0.01
13.742,0.01,-0.01,0.01,0.01
13.752,-0.00,-0.02,-0.01,0.02
13.762,0.00,-0.01,-0.01,0.02
13.772,0.00,0.01,-0.02,0.02
13.782,-0.01,-0.00,-0.01,0.02
13.792,-0.02,0.00,0.00,0.02
13.803,0.01,-0.00,-0.00,0.01
13.812,0.03,-0.01,-0.03,0.04
13.823,0.03,-0.02,-0.02,0.03
13.832,0.02,0.01,-0.01,0.03
13.843,0.02,0.01,-0.02,0.03
13.852,0.02,-0.01,0.01,0.02
13.863,0.02,-0.00,0.03,0.03
13.873,0.02,-0.01,0.04,0.04
13.883,0.03,-0.02,0.02,0.04
13.893,0.03,-0.03,0.01,0.04
13.903,0.03,-0.02,0.03,0.04
13.913,0.03,-0.01,0.04,0.05
13.923,0.03,-0.00,0.04,0.05
13.933,0.01,0.02,0.01,0.03
13.943,0.03,0.02,0.00,0.03
13.953,-0.01,0.01,-0.00,0.01
13.963,-0.01,-0.00,-0.04,0.05
13.973,-0.01,-0.00,-0.07,0.07
13.983,-0.02,-0.01,-0.03,0.04
13.993,-0.02,-0.04,-0.02,0.05
14.003,-0.04,0.00,0.01,0.04
14.013,-0.01,0.02,0.01,0.03
14.023,0.06,-0.00,-0.03,0.06
14.033,0.07,-0.04,-0.09,0.13
14.043,0.05,-0.03,-0.10,0.11
14.053,0.02,-0.02,-0.02,0.03
14.063,-0.00,0.01,0.04,0.04
14.073,0.00,0.00,0.04,0.04
14.083,0.04,0.00,0.06,0.07
14.093,0.05,0.01,0.05,0.07
14.103,0.02,-0.00,0.03,0.04
14.113,0.01,-0.00,0.01,0.01
14.123,-0.02,-0.00,-0.03,0.04
14.133,-0.00,-0.00,-0.04,0.04
14.143,-0.01,0.02,-0.03,0.04
14.153,0.02,0.02,-0.01,0.03
14.163,0.02,0.02,0.00,0.02
14.173,0.00,0.03,0.01,0.03
14.183,-0.00,0.01,0.03,0.03
14.193,-0.02,0.02,0.01,0.04
14.203,-0.04,0.02,0.01,0.04
14.213,-0.03,0.00,0.02,0.03
14.223,-0.02,-0.01,0.01,0.03
14.233,-0.02,-0.01,0.01,0.02
14.243,-0.02,-0.01,0.01,0.03
14.253,0.01,-0.01,0.02,0.03
14.263,0.02,-0.03,0.02,0.04
14.273,0.04,-0.01,0.03,0.04
14.283,0.03,0.01,0.05,0.06
14.293,0.01,0.01,0.06,0.06
14.303,0.01,0.00,0.03,0.04
14.313,0.04,0.00,-0.01,0.04
14.323,0.05,0.00,-0.06,0.08
14.333,0.04,0.01,-0.06,0.08
14.343,0.03,0.02,-0.03,0.05
14.353,-0.01,0.01,0.00,0.02
14.363,-0.00,0.02,0.01,0.02
14.373,0.01,0.01,0.01,0.02
14.383,0.03,-0.01,-0.00,0.03
14.393,0.03,-0.02,-0.04,0.05
14.403,0.03,-0.03,-0.07,0.08
14.413,0.03,-0.02,-0.08,0.09
14.423,-0.00,-0.02,-0.04,0.04
14.433,-0.02,-0.01,-0.01,0.02
14.443,-0.01,0.01,-0.00,0.01
14.453,-0.02,0.01,0.01,0.03
14.463,-0.02,0.02,0.02,0.04
14.473,-0.01,0.01,0.03,0.03
14.483,-0.01,0.02,0.03,0.04
14.493,0.02,0.01,0.00,0.02
14.503,-0.01,-0.00,-0.01,0.01
14.513,-0.01,-0.01,-0.02,0.02
14.523,-0.01,-0.00,-0.02,0.02
14.533,0.01,-0.02,-0.01,0.02
14.543,-0.01,-0.02,-0.01,0.02
14.553,0.02,-0.04,-0.02,0.05
14.563,0.01,-0.04,-0.00,0.04
14.573,0.04,-0.04,-0.01,0.06
14.583,0.01,-0.03,0.01,0.03
14.593,0.01,-0.01,0.04,0.04
14.603,0.00,-0.00,0.03,0.03
14.613,-0.00,-0.00,0.05,0.05
14.623,-0.01,0.02,0.07,0.08
14.633,0.03,0.00,0.06,0.06
14.643,0.04,-0.01,0.01,0.04
14.653,0.03,-0.02,-0.04,0.05
14.663,0.03,-0.02,-0.05,0.06
14.673,0.02,-0.00,-0.06,0.07
14.683,-0.01,-0.00,-0.08,0.08
14.693,-0.01,0.01,-0.10,0.10
14.703,0.01,0.02,-0.07,0.07
14.713,-0.03,0.04,-0.01,0.05
14.723,-0.03,0.03,0.06,0.07
14.733,0.01,0.02,0.01,0.03
14.743,0.03,-0.00,-0.06,0.06
14.753,-0.01,-0.05,-0.11,0.11
14.763,-0.01,-0.04,-0.11,0.12
14.773,-0.02,0.01,-0.09,0.09
14.783,0.01,0.01,-0.11,0.11
14.793,0.01,0.01,-0.13,0.13
14.803,0.01,0.02,-0.11,0.11
14.813,-0.02,0.02,-0.05,0.06
14.823,-0.03,0.03,0.01,0.04
14.833,-0.01,0.03,0.05,0.06
14.843,0.02,-0.01,0.04,0.04
14.853,0.06,0.00,-0.00,0.06
14.863,0.07,-0.00,0.01,0.08
14.873,0.04,-0.00,-0.01,0.04
14.884,0.00,0.01,-0.06,0.06
14.893,-0.03,0.01,-0.08,0.09
14.904,-0.02,0.02,-0.06,0.07
14.913,-0.04,0.02,-0.03,0.06
14.924,-0.05,0.02,-0.02,0.06
14.934,-0.04,-0.01,0.02,0.04
14.944,-0.03,-0.01,0.03,0.04
14.953,-0.03,-0.00,0.04,0.06
14.964,-0.03,-0.02,0.05,0.06
14.974,-0.02,-0.01,0.04,0.05
14.984,-0.01,-0.01,0.03,0.04
14.994,-0.01,-0.00,0.01,0.02
15.003,-0.01,0.00,-0.02,0.02
15.014,0.02,-0.01,-0.05,0.06
15.024,0.02,-0.00,-0.04,0.04
15.034,0.03,0.00,-0.03,0.04
15.044,0.02,0.00,0.01,0.02
15.054,-0.01,0.01,0.06,0.06
15.064,-0.01,0.01,0.06,0.06
15.074,0.02,0.02,0.00,0.03
15.084,0.05,0.00,-0.07,0.08
15.094,0.03,-0.02,-0.08,0.08
15.104,0.03,-0.01,-0.06,0.07
15.114,0.00,0.02,-0.02,0.03
15.124,0.00,0.01,0.02,0.02
15.134,0.02,0.01,0.01,0.02
15.144,0.02,-0.02,0.01,0.03
15.154,0.03,-0.01,0.01,0.04
15.164,0.03,-0.01,-0.03,0.04
15.174,0.00,-0.03,-0.05,0.05
15.184,-0.02,-0.01,-0.05,0.05
15.194,-0.03,0.00,-0.05,0.06
15.204,-0.03,0.01,-0.03,0.05
15.214,-0.02,0.01,-0.01,0.02
15.224,-0.00,0.03,0.03,0.04
15.234,-0.02,0.01,0.05,0.05
15.244,-0.01,0.03,0.04,0.05
15.254,-0.01,0.05,0.06,0.07
15.264,0.00,0.04,0.03,0.05
15.274,0.01,0.01,0.00,0.02
15.284,0.02,-0.01,-0.02,0.02
15.294,0.00,-0.03,-0.01,0.03
15.304,0.02,-0.03,-0.02,0.04
15.314,0.02,-0.02,0.00,0.02
15.324,0.01,-0.01,0.03,0.03
15.334,0.01,-0.01,0.02,0.03
15.344,0.01,-0.02,0.03,0.04
15.354,-0.00,-0.01,0.03,0.03
15.364,-0.02,-0.02,0.00,0.03
15.374,0.00,-0.02,-0.01,0.02
15.384,0.04,-0.02,-0.01,0.05
15.394,0.02,-0.00,-0.04,0.04
15.404,0.03,0.01,-0.04,0.05
15.414,0.02,0.00,-0.05,0.05
15.424,0.03,0.01,-0.03,0.04
15.434,0.01,0.01,-0.03,0.04
15.444,-0.00,0.01,-0.03,0.04
15.454,0.00,0.01,-0.02,0.03
15.464,-0.01,0.03,0.01,0.04
15.474,0.02,0.03,-0.02,0.04
15.484,0.01,0.01,-0.05,0.05
15.494,-0.00,-0.03,-0.05,0.06
15.504,-0.01,-0.04,-0.03,0.05
15.514,-0.05,0.02,-0.01,0.05
15.524,0.01,0.03,-0.08,0.08
15.534,0.04,0.01,-0.14,0.15
15.544,0.04,-0.01,-0.16,0.17
15.554,0.01,-0.02,-0.12,0.12
15.564,-0.02,0.00,-0.04,0.04
15.574,-0.01,-0.01,0.03,0.04
15.584,0.01,-0.01,0.04,0.04
15.594,0.02,0.00,0.05,0.05
15.604,0.05,-0.02,0.07,0.09
15.614,0.06,0.01,0.05,0.08
15.624,0.03,-0.00,0.01,0.03
15.634,0.03,0.00,-0.03,0.04
15.644,-0.01,0.01,-0.05,0.05
15.654,-0.02,0.02,-0.03,0.04
15.664,-0.01,0.02,-0.03,0.04
15.674,0.01,0.02,-0.01,0.02
15.684,-0.02,0.02,0.02,0.04
15.694,-0.01,0.00,0.05,0.05
15.704,-0.02,0.01,0.04,0.04
15.714,-0.01,0.01,0.01,0.02
15.724,0.01,0.00,-0.02,0.02
15.735,0.00,-0.00,-0.02,0.02
15.744,-0.00,-0.01,-0.04,0.04
15.755,-0.01,-0.01,-0.02,0.03
15.764,0.00,0.00,-0.01,0.01
15.774,0.02,0.02,-0.00,0.03
15.784,0.03,0.01,0.02,0.04
15.794,0.00,0.02,0.06,0.06
15.804,-0.00,0.03,0.10,0.11
15.814,0.02,0.02,0.06,0.06
15.824,0.05,-0.01,-0.01,0.05
15.834,0.08,-0.00,-0.07,0.10
15.844,0.05,-0.00,-0.08,0.10
15.854,0.01,0.01,-0.06,0.06
15.864,0.01,0.01,-0.03,0.04
15.874,-0.00,0.01,-0.01,0.02
15.884,0.01,0.00,0.01,0.02
15.894,0.02,-0.02,0.04,0.05
15.904,0.04,-0.03,0.03,0.06
15.914,0.03,-0.02,0.02,0.05
15.924,0.03,-0.01,-0.02,0.04
15.934,-0.00,-0.01,-0.03,0.03
15.944,0.00,-0.00,-0.03,0.04
15.954,0.02,0.01,-0.03,0.04
15.964,0.00,0.01,-0.02,0.02
15.974,-0.01,0.00,-0.00,0.01
15.984,-0.01,-0.00,0.03,0.03
15.994,-0.04,0.01,0.03,0.05
16.004,-0.03,0.01,0.02,0.04
16.014,-0.02,0.01,0.01,0.02
16.025,0.00,-0.01,-0.00,0.01
16.034,0.00,-0.01,-0.01,0.01
16.045,0.02,-0.01,0.01,0.02
16.054,0.01,-0.01,0.02,0.03
16.065,0.02,-0.01,0.02,0.04
16.074,0.02,0.00,0.02,0.03
16.085,0.01,-0.00,0.01,0.02
16.095,0.01,0.01,-0.02,0.02
16.105,0.02,-0.02,-0.05,0.05
16.114,0.04,0.00,-0.06,0.07
16.125,0.02,0.00,-0.06,0.07
16.135,0.02,0.00,-0.04,0.05
16.145,0.02,-0.01,-0.00,0.02
16.155,0.01,-0.00,0.02,0.02
16.165,0.00,-0.01,0.06,0.06
16.175,0.01,-0.00,0.07,0.07
16.185,0.01,-0.01,0.04,0.04
16.195,0.03,0.00,0.01,0.03
16.205,0.04,0.01,0.01,0.04
16.215,0.03,-0.01,0.01,0.03
16.225,0.01,-0.03,0.02,0.04
16.235,0.00,-0.01,-0.00,0.01
16.245,-0.01,-0.01,-0.02,0.02
16.255,0.00,-0.00,-0.04,0.04
16.265,0.01,0.00,-0.06,0.06
16.275,-0.01,0.02,-0.05,0.06
16.285,-0.00,-0.02,-0.08,0.08
16.295,-0.00,-0.03,-0.04,0.04
16.305,-0.02,-0.04,0.01,0.05
16.315,-0.04,-0.02,0.04,0.06
16.325,-0.02,0.02,0.06,0.06
16.335,0.02,0.03,-0.02,0.04
16.345,0.07,-0.01,-0.08,0.11
16.355,0.06,-0.02,-0.10,0.12
16.365,0.01,-0.01,-0.04,0.04
16.375,-0.02,0.03,0.05,0.06
16.385,0.01,0.00,0.08,0.08
16.395,0.01,0.00,0.08,0.08
16.405,0.04,-0.02,0.07,0.08
16.415,0.05,-0.02,0.05,0.08
16.425,0.02,-0.02,0.01,0.03
16.435,0.03,-0.01,-0.04,0.05
16.445,0.00,0.01,-0.06,0.06
16.455,-0.01,0.01,-0.06,0.06
16.465,-0.01,0.03,-0.04,0.05
16.475,-0.00,0.03,-0.02,0.04
16.485,-0.02,0.05,-0.00,0.05
16.495,-0.02,0.03,0.02,0.05
16.505,-0.01,0.01,0.02,0.03
16.515,-0.01,0.02,0.02,0.03
16.525,-0.02,0.01,0.00,0.02
16.535,-0.01,-0.01,-0.02,0.02
16.545,-0.01,-0.00,-0.02,0.03
16.555,-0.00,-0.01,-0.01,0.02
16.565,-0.00,-0.02,0.01,0.02
16.575,0.00,0.00,0.02,0.02
16.585,0.02,0.01,0.03,0.04
16.595,0.03,0.01,0.05,0.06
16.605,0.01,0.01,0.06,0.06
16.615,-0.00,0.01,0.03,0.03
16.625,0.02,-0.01,-0.04,0.05
16.635,0.03,-0.01,-0.07,0.08
16.645,0.04,-0.02,-0.07,0.08
16.655,0.02,0.00,-0.05,0.05
16.665,0.02,0.01,-0.02,0.03
16.675,0.01,0.02,0.02,0.03
16.685,0.02,0.00,0.02,0.03
16.695,0.02,-0.03,0.06,0.07
16.705,0.01,-0.03,0.06,0.06
16.715,0.00,-0.04,0.04,0.05
16.725,0.01,-0.02,0.01,0.02
16.735,0.01,-0.02,-0.03,0.04
16.745,0.02,-0.02,-0.02,0.03
16.755,0.00,0.01,-0.02,0.03
16.765,-0.01,0.02,-0.02,0.03
16.775,-0.01,0.03,-0.02,0.04
16.785,-0.01,0.02,-0.01,0.03
16.795,-0.03,0.03,-0.00,0.04
16.805,-0.02,0.03,0.01,0.03
16.815,-0.03,0.02,0.01,0.04
16.825,-0.02,-0.00,-0.00,0.02
16.835,-0.00,-0.02,-0.00,0.02
16.845,-0.01,-0.02,-0.02,0.03
16.855,-0.01,-0.00,-0.03,0.03
16.865,0.00,0.01,-0.00,0.01
16.875,0.01,0.00,-0.00,0.01
16.885,0.03,0.00,0.01,0.03
16.895,0.04,0.00,0.01,0.04
16.905,0.01,-0.00,0.01,0.01
16.915,0.02,-0.02,0.01,0.03
16.925,0.00,-0.01,-0.01,0.02
16.935,0.01,-0.02,-0.02,0.03
16.945,-0.01,-0.01,-0.04,0.04
16.955,-0.01,-0.02,-0.05,0.05
16.965,0.01,-0.01,-0.04,0.04
16.975,-0.01,-0.00,-0.05,0.05
16.985,-0.02,-0.00,-0.06,0.06
16.995,-0.02,0.01,-0.07,0.07
17.005,-0.00,0.00,-0.05,0.05
17.015,0.00,0.01,-0.06,0.06
17.026,0.00,0.01,-0.08,0.08
17.035,0.00,0.01,-0.09,0.09
17.045,-0.01,-0.00,-0.07,0.07
17.055,-0.02,0.00,-0.04,0.05
17.066,-0.02,0.00,-0.04,0.05
17.075,-0.03,0.01,-0.05,0.06
17.085,-0.01,0.01,-0.04,0.04
17.095,-0.02,0.02,0.00,0.03
17.106,-0.02,0.03,0.00,0.03
17.115,0.02,-0.00,-0.06,0.07
17.126,0.01,-0.04,-0.10,0.11
17.135,-0.03,-0.04,-0.08,0.09
17.146,-0.04,0.02,-0.03,0.06
17.156,-0.02,0.03,-0.02,0.04
17.166,0.00,0.01,-0.05,0.05
17.176,0.01,-0.03,-0.06,0.07
17.186,-0.01,-0.02,-0.03,0.04
17.196,-0.01,-0.01,0.03,0.03
17.206,-0.03,-0.01,0.08,0.08
17.216,0.00,-0.01,0.06,0.06
17.226,0.04,-0.02,0.06,0.07
17.236,0.04,-0.02,0.08,0.09
17.246,0.06,-0.01,0.04,0.07
17.256,0.01,0.01,0.01,0.02
17.266,-0.03,0.02,-0.03,0.05
17.276,-0.04,0.04,-0.05,0.07
17.286,-0.02,0.03,-0.03,0.05
17.296,-0.03,0.03,0.02,0.05
17.306,-0.03,0.03,0.04,0.06
17.316,-0.01,0.00,0.08,0.08
17.326,-0.00,0.02,0.09,0.09
17.336,-0.01,0.01,0.04,0.05
17.346,-0.02,0.02,-0.01,0.03
17.356,-0.01,0.01,-0.03,0.04
17.366,-0.02,0.02,-0.05,0.06
17.376,-0.03,0.02,-0.07,0.08
17.386,-0.01,0.00,-0.06,0.06
17.396,-0.00,-0.01,-0.04,0.04
17.406,-0.01,-0.00,-0.03,0.03
17.416,0.00,-0.01,0.00,0.01
17.426,-0.01,-0.00,0.06,0.06
17.436,-0.01,-0.01,0.07,0.08
17.446,0.01,-0.01,0.06,0.06
17.456,0.05,-0.02,-0.01,0.05
17.466,0.05,-0.01,-0.06,0.08
17.476,0.03,-0.02,-0.07,0.07
17.486,0.00,-0.01,-0.04,0.04
17.496,0.01,-0.02,-0.01,0.02
17.506,0.00,-0.02,0.01,0.02
17.516,0.01,-0.01,0.01,0.02
17.526,0.02,-0.02,0.02,0.03
17.536,0.01,-0.01,-0.00,0.01
17.546,-0.00,-0.00,-0.00,0.01
17.556,-0.00,0.00,-0.01,0.01
17.566,-0.04,0.01,-0.02,0.04
17.576,-0.02,0.02,-0.01,0.03
17.586,-0.03,0.02,-0.03,0.04
17.596,-0.02,0.01,-0.00,0.02
17.606,-0.01,0.03,0.00,0.04
17.616,-0.00,0.03,-0.01,0.03
17.626,-0.01,0.02,-0.00,0.02
17.636,-0.02,0.02,-0.01,0.03
17.646,-0.03,0.00,-0.02,0.03
17.656,-0.01,-0.01,-0.01,0.01
17.666,-0.02,-0.02,0.01,0.03
17.676,-0.00,-0.02,0.03,0.03
17.686,0.01,-0.00,0.03,0.03
17.696,0.03,-0.00,0.01,0.03
17.706,0.02,-0.01,-0.01,0.02
17.716,0.02,-0.01,-0.03,0.04
17.726,-0.00,0.01,-0.03,0.03
17.736,-0.02,0.00,-0.01,0.02
17.746,-0.01,-0.00,0.01,0.01
17.756,-0.02,-0.01,0.01,0.03
17.766,-0.01,-0.01,-0.00,0.01
17.776,-0.00,-0.01,0.00,0.01
17.786,0.00,-0.03,-0.02,0.03
17.796,0.01,-0.01,-0.02,0.03
17.806,0.01,-0.00,-0.02,0.03
17.816,0.02,-0.02,-0.04,0.05
17.826,0.01,-0.02,-0.05,0.06
17.836,-0.00,-0.01,-0.04,0.04
17.846,-0.01,0.00,-0.02,0.02
17.856,-0.01,0.02,-0.01,0.02
17.866,-0.02,0.02,0.00,0.02
17.876,-0.01,0.03,0.02,0.03
17.886,-0.01,0.03,0.04,0.05
17.896,0.00,0.03,-0.01,0.03
17.906,0.01,0.01,-0.05,0.05
17.916,0.01,-0.03,-0.04,0.06
17.926,-0.03,-0.03,-0.03,0.05
17.936,-0.06,0.01,0.01,0.06
17.946,-0.04,0.03,-0.01,0.05
17.956,0.03,0.02,-0.06,0.07
17.966,0.04,-0.02,-0.10,0.11
17.976,0.01,-0.04,-0.07,0.08
17.986,-0.01,-0.01,-0.02,0.03
17.996,-0.02,0.00,0.02,0.03
18.006,-0.00,-0.00,0.04,0.04
18.016,0.02,-0.01,0.02,0.03
18.026,0.07,-0.02,0.01,0.08
18.036,0.05,-0.02,-0.01,0.05
18.046,0.03,-0.03,-0.05,0.06
18.056,-0.02,-0.01,-0.07,0.07
18.066,-0.04,-0.00,-0.07,0.08
18.076,-0.04,0.01,-0.05,0.06
18.086,-0.04,0.00,0.00,0.04
18.096,-0.01,0.01,0.03,0.03
18.106,0.00,0.00,0.04,0.04
18.116,0.01,0.01,0.06,0.06
18.126,0.00,0.02,0.04,0.04
18.136,-0.00,0.02,-0.01,0.02
18.146,0.00,0.02,-0.04,0.04
18.156,-0.02,0.02,-0.04,0.05
18.167,-0.03,0.00,-0.03,0.04
18.176,-0.02,0.01,-0.05,0.05
18.187,-0.01,-0.02,-0.04,0.04
18.197,0.03,-0.00,0.01,0.03
18.207,0.04,0.01,0.01,0.04
18.217,0.04,-0.01,0.08,0.09
18.227,-0.01,0.01,0.11,0.11
18.237,0.02,-0.00,0.09,0.09
18.247,0.03,-0.01,0.03,0.05
18.257,0.05,-0.03,-0.02,0.06
18.267,0.05,0.00,-0.04,0.06
18.277,0.02,-0.01,0.00,0.02
18.287,0.01,0.01,0.04,0.04
18.297,0.00,0.00,0.04,0.04
18.307,0.03,-0.01,0.07,0.08
18.317,0.02,-0.01,0.05,0.06
18.327,0.01,-0.02,0.03,0.03
18.337,0.02,-0.01,-0.02,0.03
18.347,-0.02,-0.02,-0.05,0.05
18.357,-0.01,-0.02,-0.04,0.04
18.367,-0.01,0.01,-0.02,0.03
18.377,-0.02,0.03,-0.00,0.03
18.387,-0.02,0.02,-0.01,0.03
18.397,-0.01,0.02,0.01,0.02
18.407,-0.03,0.00,0.03,0.04
18.417,0.01,0.01,0.03,0.04
18.427,-0.01,0.00,0.02,0.02
18.437,-0.01,0.00,0.00,0.01
18.447,0.02,-0.00,0.00,0.02
18.457,0.03,-0.03,-0.01,0.05
18.467,0.01,-0.02,0.01,0.02
18.477,0.02,-0.02,0.02,0.03
18.487,0.03,-0.01,0.02,0.03
18.497,0.03,-0.00,-0.01,0.03
18.507,0.03,0.00,-0.00,0.03
18.517,0.05,0.00,-0.01,0.05
18.527,0.03,0.00,-0.01,0.03
18.537,0.01,-0.01,-0.02,0.03
18.547,-0.00,-0.03,-0.01,0.03
18.557,0.00,-0.00,-0.02,0.02
18.567,0.01,-0.01,-0.02,0.02
18.577,0.01,-0.02,-0.01,0.02
18.587,0.01,-0.01,0.00,0.01
18.597,0.02,-0.01,0.01,0.02
18.607,0.02,-0.00,-0.00,0.02
18.617,-0.00,0.01,-0.00,0.01
18.627,-0.01,0.00,-0.03,0.04
18.637,-0.02,-0.00,-0.02,0.02
18.647,-0.00,0.00,-0.04,0.04
18.657,-0.01,0.01,-0.03,0.03
18.667,0.00,-0.00,-0.01,0.01
18.677,-0.02,-0.01,0.00,0.02
18.687,-0.02,0.01,0.01,0.02
18.697,0.00,0.00,0.00,0.01
18.707,-0.02,-0.00,0.00,0.02
18.717,-0.02,0.02,-0.03,0.04
18.727,0.00,0.03,-0.01,0.03
18.737,0.02,0.01,-0.05,0.05
18.747,0.04,-0.00,-0.07,0.08
18.757,0.03,-0.04,-0.06,0.08
18.767,-0.00,-0.05,-0.04,0.06
18.777,-0.03,-0.02,0.01,0.04
18.787,-0.02,0.02,0.01,0.03
18.797,0.03,0.03,-0.07,0.08
18.807,0.04,-0.00,-0.08,0.09
18.817,0.02,-0.04,-0.08,0.09
18.827,-0.02,-0.01,-0.01,0.02
18.837,-0.05,-0.00,0.07,0.08
18.847,-0.01,0.01,0.05,0.06
18.857,0.02,-0.01,0.02,0.03
18.867,0.04,-0.03,0.02,0.06
18.877,0.03,-0.02,-0.01,0.04
18.887,0.02,-0.02,-0.03,0.03
18.897,-0.00,0.01,-0.03,0.03
18.907,-0.04,0.03,-0.04,0.07
18.917,-0.05,0.03,-0.05,0.07
18.927,-0.03,0.03,-0.03,0.06
18.937,-0.03,0.03,-0.03,0.05
18.947,-0.02,0.02,-0.00,0.03
18.957,-0.06,0.03,0.01,0.07
18.967,-0.05,0.02,0.00,0.06
18.977,-0.05,0.01,-0.01,0.05
18.987,-0.04,0.00,-0.01,0.04
18.997,-0.02,-0.02,-0.02,0.03
19.007,-0.02,-0.01,-0.03,0.04
19.017,-0.01,-0.00,-0.07,0.07
19.027,-0.00,0.02,-0.07,0.07
19.037,0.01,0.00,-0.05,0.05
19.047,0.04,0.00,-0.06,0.07
19.057,0.02,-0.00,-0.01,0.02
19.067,-0.00,0.00,0.04,0.04
19.077,-0.02,0.00,0.04,0.05
19.087,0.01,0.01,-0.01,0.02
19.097,0.05,-0.01,-0.07,0.09
19.107,0.04,-0.01,-0.09,0.10
19.117,0.01,0.00,-0.08,0.08
19.127,-0.00,0.00,-0.03,0.03
19.137,-0.01,0.01,-0.02,0.02
19.147,-0.00,-0.02,0.02,0.03
19.157,0.03,-0.02,0.02,0.04
19.167,0.03,-0.03,0.04,0.06
19.177,0.03,-0.02,0.02,0.04
19.187,0.00,-0.01,-0.01,0.01
19.197,0.00,-0.01,-0.04,0.04
19.207,-0.03,-0.02,-0.05,0.06
19.217,-0.04,-0.00,-0.05,0.06
19.227,-0.05,0.02,-0.03,0.06
19.237,-0.04,0.02,-0.02,0.05
19.247,-0.04,0.01,-0.00,0.04
19.257,-0.03,0.00,0.01,0.03
19.267,-0.02,0.03,0.01,0.04
19.278,0.00,0.02,-0.01,0.02
19.288,0.00,0.02,-0.03,0.03
19.298,-0.00,0.01,-0.03,0.03
19.308,0.00,0.01,-0.03,0.03
19.318,0.00,0.00,0.01,0.01
19.328,0.00,0.01,0.01,0.01
19.338,-0.00,-0.00,0.01,0.01
19.348,0.00,0.00,0.03,0.03
19.358,0.02,-0.00,0.02,0.03
19.368,0.01,-0.00,0.01,0.02
19.378,0.01,-0.01,0.00,0.02
19.388,0.01,-0.00,0.02,0.02
19.398,-0.01,-0.02,0.03,0.04
19.408,-0.01,-0.02,0.03,0.04
19.418,0.01,-0.03,0.00,0.04
19.428,0.03,-0.01,0.00,0.03
19.438,0.03,0.00,-0.03,0.04
19.448,0.00,0.01,-0.05,0.05
19.458,-0.00,0.02,-0.02,0.04
19.468,-0.04,0.04,0.01,0.06
19.478,-0.05,0.02,0.02,0.05
19.488,-0.04,0.01,0.01,0.05
19.498,-0.03,-0.01,0.04,0.05
19.508,-0.01,-0.02,-0.01,0.02
19.518,0.05,-0.04,-0.06,0.09
19.528,0.05,-0.06,-0.07,0.11
19.538,0.03,-0.08,-0.04,0.09
19.548,0.04,-0.05,0.04,0.08
19.558,0.07,-0.02,0.06,0.09
19.568,0.09,-0.02,0.01,0.10
19.578,0.13,-0.03,-0.03,0.14
19.588,0.13,-0.04,-0.02,0.14
