time,ax,ay,az,atotal
6.526,-0.07,0.04,0.12,0.15
6.536,-0.05,0.05,0.13,0.15
6.546,-0.02,0.08,0.06,0.10
6.556,0.01,0.13,-0.04,0.14
6.566,-0.04,0.12,-0.14,0.19
6.576,-0.12,0.11,-0.16,0.23
6.586,-0.11,0.08,0.03,0.14
6.596,-0.07,0.04,0.08,0.11
6.606,-0.16,0.02,0.06,0.17
6.616,-0.18,0.02,0.07,0.19
6.626,-0.15,0.06,-0.01,0.16
6.636,-0.16,0.10,-0.14,0.23
6.646,-0.11,0.12,-0.17,0.23
6.656,-0.08,0.08,-0.05,0.12
6.666,-0.06,0.01,0.08,0.10
6.676,-0.08,-0.03,0.09,0.12
6.686,-0.11,-0.03,0.02,0.11
6.696,-0.08,-0.03,0.02,0.09
6.706,-0.03,-0.08,0.06,0.10
6.716,-0.04,-0.10,0.09,0.14
6.726,-0.09,-0.12,0.10,0.18
6.736,-0.12,-0.08,0.05,0.15
6.746,-0.16,-0.03,0.00,0.16
6.756,-0.17,0.00,-0.05,0.17
6.766,-0.21,0.04,-0.04,0.21
6.776,-0.22,0.04,-0.01,0.23
6.786,-0.21,0.02,0.01,0.21
6.796,-0.16,0.01,0.02,0.17
6.806,-0.12,0.01,0.03,0.12
6.816,-0.15,0.03,0.04,0.16
6.826,-0.13,0.08,0.01,0.15
6.836,-0.10,0.09,-0.03,0.13
6.846,-0.11,0.05,0.02,0.13
6.856,-0.06,0.06,0.03,0.09
6.866,-0.04,0.09,-0.08,0.13
6.876,-0.05,0.10,-0.17,0.20
6.886,-0.02,0.12,-0.16,0.20
6.896,-0.07,0.09,-0.08,0.14
6.906,-0.06,0.08,-0.01,0.10
6.916,-0.06,0.05,0.03,0.08
6.926,-0.11,0.03,-0.01,0.11
6.936,-0.13,0.01,-0.03,0.14
6.946,-0.15,0.01,0.01,0.15
6.956,-0.16,0.01,0.02,0.16
6.966,-0.17,0.01,0.03,0.17
6.976,-0.13,-0.00,0.05,0.14
6.986,-0.12,0.03,-0.01,0.12
6.996,-0.16,0.03,-0.04,0.17
7.006,-0.13,0.04,0.02,0.14
7.016,-0.14,0.01,0.02,0.14
7.026,-0.16,-0.00,0.03,0.17
7.036,-0.18,0.01,0.04,0.18
7.046,-0.16,0.01,0.01,0.16
7.056,-0.16,-0.01,0.02,0.17
7.066,-0.17,-0.03,0.05,0.18
7.076,-0.16,-0.04,0.11,0.20
7.086,-0.12,-0.02,0.14,0.19
7.096,-0.15,-0.03,0.10,0.19
7.106,-0.11,0.05,0.07,0.14
7.116,-0.12,0.05,0.02,0.13
7.126,-0.14,0.02,-0.01,0.15
7.136,-0.11,0.01,-0.04,0.12
7.146,-0.07,0.03,0.02,0.08
7.156,-0.09,0.02,0.01,0.10
7.166,-0.13,-0.01,-0.02,0.14
7.176,-0.09,-0.01,-0.00,0.09
7.186,0.00,-0.01,-0.01,0.01
7.196,-0.02,-0.02,0.01,0.03
7.206,-0.02,-0.02,0.09,0.10
7.216,-0.06,0.02,0.09,0.11
7.226,-0.10,0.04,0.03,0.11
7.236,-0.11,0.07,0.02,0.13
7.246,-0.12,0.04,0.03,0.13
7.256,-0.05,0.03,0.07,0.09
7.266,-0.04,-0.00,0.11,0.12
7.276,-0.09,-0.04,0.08,0.12
7.286,-0.14,-0.04,0.01,0.15
7.296,-0.16,-0.03,-0.02,0.16
7.306,-0.14,-0.00,-0.04,0.15
7.316,-0.14,-0.00,-0.06,0.15
7.326,-0.14,0.00,-0.01,0.14
7.336,-0.10,-0.02,0.04,0.11
7.346,-0.08,-0.02,0.07,0.10
7.356,-0.12,-0.01,0.02,0.12
7.366,-0.17,0.00,-0.05,0.18
7.376,-0.18,0.00,-0.09,0.20
7.386,-0.17,-0.01,-0.06,0.18
7.396,-0.14,0.00,-0.08,0.16
7.406,-0.09,0.04,-0.09,0.14
7.416,-0.10,0.04,-0.05,0.12
7.426,-0.12,0.03,0.02,0.13
7.436,-0.09,-0.02,-0.04,0.10
7.446,-0.11,-0.02,-0.12,0.16
7.456,-0.11,-0.02,-0.20,0.23
7.466,-0.08,0.00,-0.13,0.15
7.476,-0.09,-0.00,0.08,0.12
7.486,-0.22,-0.02,0.05,0.22
7.496,-0.27,0.01,0.00,0.27
7.506,-0.30,0.07,-0.09,0.32
7.516,-0.28,0.09,-0.13,0.32
7.526,-0.18,0.05,-0.03,0.18
7.536,-0.16,0.03,0.12,0.20
7.546,-0.11,0.03,0.11,0.16
7.556,-0.01,0.07,0.01,0.08
7.566,0.03,0.01,-0.01,0.03
7.576,0.01,-0.04,0.09,0.10
7.586,0.03,-0.06,0.16,0.18
7.596,0.02,-0.03,0.10,0.11
7.606,-0.01,-0.04,0.06,0.08
7.616,-0.11,-0.05,0.02,0.12
7.627,-0.23,-0.05,-0.06,0.25
7.637,-0.27,-0.03,-0.10,0.29
7.646,-0.27,-0.01,-0.12,0.30
7.657,-0.23,0.01,-0.11,0.25
7.667,-0.13,-0.00,-0.05,0.14
7.677,-0.05,-0.01,-0.01,0.05
7.687,-0.03,0.01,0.00,0.03
7.697,-0.01,0.02,0.03,0.04
7.707,-0.02,0.03,-0.00,0.04
7.717,-0.06,-0.01,-0.06,0.09
7.727,-0.11,-0.06,0.07,0.15
7.737,-0.12,-0.06,0.09,0.16
7.747,-0.14,0.01,0.01,0.15
7.757,-0.16,0.06,-0.04,0.18
7.767,-0.11,0.02,-0.03,0.12
7.777,-0.13,0.01,0.00,0.13
7.787,-0.15,0.04,-0.01,0.16
7.797,-0.17,0.11,-0.09,0.22
7.807,-0.14,0.14,-0.08,0.22
7.817,-0.08,0.12,-0.07,0.16
7.827,-0.06,0.11,-0.09,0.16
7.837,-0.08,0.06,-0.03,0.11
7.847,-0.09,0.05,0.07,0.12
7.857,-0.11,0.03,0.07,0.14
7.867,-0.12,0.03,0.03,0.12
7.877,-0.13,0.01,0.02,0.13
7.887,-0.10,-0.03,0.01,0.11
7.897,-0.06,-0.00,0.01,0.06
7.907,-0.05,0.04,0.00,0.06
7.917,-0.09,0.05,0.01,0.11
7.927,-0.12,0.04,-0.02,0.12
7.937,-0.14,0.01,-0.06,0.16
7.947,-0.13,-0.01,-0.02,0.13
7.957,-0.10,-0.02,-0.00,0.10
7.967,-0.05,-0.05,-0.01,0.07
7.978,-0.05,-0.06,-0.02,0.08
7.984,-0.08,-0.07,-0.03,0.11
7.994,-0.12,-0.05,-0.02,0.13
8.004,-0.14,-0.03,-0.01,0.14
8.014,-0.16,-0.04,-0.05,0.18
8.024,-0.13,-0.02,-0.05,0.14
8.034,-0.13,0.00,-0.05,0.14
8.044,-0.11,0.03,-0.05,0.12
8.054,-0.11,0.02,-0.05,0.12
8.064,-0.14,0.02,-0.01,0.14
8.074,-0.14,0.01,-0.03,0.14
8.084,-0.11,0.00,-0.04,0.12
8.094,-0.09,-0.00,0.01,0.09
8.104,-0.05,0.00,0.04,0.07
8.114,-0.05,0.02,0.02,0.06
8.124,-0.05,0.02,-0.03,0.06
8.134,-0.06,-0.01,-0.06,0.09
8.144,-0.07,-0.01,-0.04,0.08
8.154,-0.05,-0.03,-0.04,0.07
8.164,-0.07,0.00,-0.05,0.09
8.174,-0.14,0.02,-0.05,0.15
8.184,-0.15,-0.00,-0.06,0.16
8.194,-0.17,0.01,-0.05,0.17
8.204,-0.18,0.02,-0.00,0.18
8.214,-0.14,0.06,-0.03,0.15
8.224,-0.12,0.06,-0.03,0.14
8.235,-0.09,0.05,-0.02,0.11
8.245,-0.07,0.06,0.01,0.09
8.254,-0.07,0.04,0.03,0.08
8.265,-0.09,0.04,0.03,0.10
8.275,-0.10,0.01,0.03,0.10
8.285,-0.13,0.01,-0.02,0.13
8.295,-0.11,0.03,-0.14,0.18
8.304,-0.12,0.02,-0.16,0.20
8.315,-0.06,-0.00,0.07,0.09
8.324,-0.03,-0.02,0.01,0.03
8.334,-0.07,-0.01,-0.02,0.08
8.345,-0.13,0.02,0.05,0.14
8.354,-0.18,0.01,-0.01,0.18
8.365,-0.19,-0.02,-0.10,0.22
8.374,-0.18,-0.01,-0.08,0.20
8.384,-0.13,0.04,0.01,0.14
8.395,-0.12,0.04,0.04,0.13
8.405,-0.13,0.03,0.01,0.13
8.415,-0.11,0.01,-0.03,0.11
8.425,-0.06,-0.01,-0.01,0.06
8.434,-0.04,-0.04,0.04,0.07
8.445,-0.03,-0.05,0.06,0.08
8.454,0.01,-0.02,0.01,0.02
8.465,-0.03,0.00,-0.03,0.04
8.475,-0.07,0.00,-0.02,0.07
8.485,-0.14,0.01,-0.02,0.14
8.495,-0.18,0.01,-0.06,0.19
8.505,-0.20,0.03,-0.07,0.21
8.515,-0.20,0.06,-0.09,0.23
8.525,-0.13,0.06,-0.08,0.17
8.535,-0.07,0.06,-0.03,0.10
8.545,-0.01,0.04,-0.04,0.05
8.555,0.05,0.02,-0.04,0.07
8.564,0.02,-0.01,-0.08,0.09
8.575,-0.08,-0.03,-0.04,0.09
8.585,-0.17,0.00,0.07,0.18
8.595,-0.26,0.02,0.01,0.26
8.605,-0.26,0.02,-0.02,0.26
8.615,-0.16,0.04,-0.03,0.17
8.625,-0.08,0.05,-0.01,0.09
8.635,-0.10,0.08,-0.06,0.14
8.645,-0.03,0.13,-0.05,0.14
8.655,0.00,0.12,0.07,0.14
8.665,-0.12,0.06,0.04,0.14
8.675,-0.09,-0.00,0.05,0.10
8.685,-0.08,-0.03,0.13,0.16
8.695,-0.16,-0.04,0.10,0.19
8.705,-0.17,-0.05,0.03,0.18
8.715,-0.11,-0.05,-0.03,0.12
8.725,-0.02,-0.07,-0.08,0.11
8.735,0.01,-0.08,-0.07,0.11
8.745,-0.02,-0.07,-0.08,0.11
8.755,-0.07,-0.06,-0.05,0.11
8.765,-0.14,-0.06,0.02,0.16
8.775,-0.15,-0.04,0.06,0.17
8.785,-0.15,-0.01,0.06,0.16
8.795,-0.13,0.03,0.03,0.14
8.805,-0.11,0.03,0.02,0.11
8.815,-0.11,0.05,-0.01,0.12
8.825,-0.09,0.03,-0.08,0.12
8.835,-0.07,0.01,-0.09,0.11
8.845,-0.05,0.01,-0.09,0.11
8.855,-0.06,0.01,-0.10,0.11
8.865,-0.07,0.02,-0.08,0.11
8.875,-0.07,0.02,-0.07,0.10
8.885,-0.11,0.01,-0.03,0.11
8.895,-0.12,-0.01,0.00,0.12
8.905,-0.16,-0.01,0.01,0.16
8.915,-0.15,-0.03,0.02,0.16
8.925,-0.14,-0.03,0.02,0.15
8.935,-0.14,-0.01,-0.00,0.14
8.945,-0.11,-0.00,-0.06,0.13
8.955,-0.09,0.02,-0.06,0.11
8.965,-0.06,0.02,-0.08,0.10
8.975,-0.06,0.01,-0.10,0.12
8.985,-0.09,-0.00,-0.08,0.12
8.995,-0.12,0.01,-0.05,0.13
9.005,-0.11,0.03,-0.03,0.11
9.015,-0.15,0.04,0.02,0.16
9.025,-0.16,0.03,-0.00,0.16
9.035,-0.17,0.00,-0.02,0.17
9.045,-0.13,-0.00,-0.07,0.15
9.055,-0.14,0.02,-0.07,0.16
9.065,-0.14,0.02,-0.02,0.14
9.075,-0.11,0.00,0.02,0.11
9.085,-0.06,-0.01,0.07,0.09
9.095,-0.03,-0.01,0.07,0.08
9.105,-0.03,0.00,0.07,0.07
9.115,-0.01,0.01,0.05,0.05
9.125,-0.06,0.04,0.05,0.09
9.135,-0.14,0.04,0.04,0.15
9.145,-0.11,0.06,0.01,0.13
9.155,-0.07,0.09,-0.07,0.13
9.165,-0.08,0.08,-0.22,0.25
9.175,-0.10,0.05,-0.17,0.20
9.185,-0.04,0.03,0.04,0.06
9.195,-0.03,0.04,0.05,0.07
9.205,-0.13,0.04,0.01,0.13
9.215,-0.17,0.04,-0.00,0.18
9.225,-0.19,0.05,-0.05,0.21
9.235,-0.18,0.09,-0.13,0.24
9.245,-0.11,0.12,-0.11,0.19
9.255,-0.05,0.12,-0.01,0.13
9.265,-0.09,0.09,0.07,0.15
9.275,-0.14,0.02,-0.00,0.14
9.285,-0.11,-0.04,-0.04,0.13
9.295,-0.12,-0.02,0.02,0.12
9.305,-0.07,0.02,0.03,0.08
9.315,-0.02,-0.01,0.05,0.06
9.325,-0.04,-0.04,0.04,0.06
9.335,-0.05,-0.03,-0.01,0.06
9.345,-0.07,-0.00,-0.03,0.07
9.355,-0.11,-0.00,-0.03,0.12
9.365,-0.15,-0.03,-0.03,0.16
9.375,-0.17,-0.04,-0.03,0.18
9.385,-0.18,-0.04,-0.05,0.19
9.395,-0.16,-0.05,-0.09,0.19
9.405,-0.11,-0.04,-0.10,0.15
9.415,-0.05,-0.06,-0.07,0.11
9.425,-0.02,-0.04,-0.09,0.10
9.435,-0.08,-0.04,-0.09,0.13
9.445,-0.10,-0.07,0.05,0.13
9.455,-0.07,-0.05,0.11,0.14
9.465,-0.08,-0.01,0.02,0.08
9.475,-0.09,-0.01,-0.06,0.11
9.485,-0.11,-0.02,-0.05,0.12
9.495,-0.11,-0.00,-0.05,0.12
9.505,-0.10,-0.00,-0.10,0.14
9.515,-0.03,0.00,-0.12,0.12
9.525,-0.03,-0.00,-0.10,0.11
9.535,-0.07,-0.02,-0.05,0.09
9.545,-0.07,-0.02,-0.02,0.08
9.555,-0.06,-0.03,-0.02,0.07
9.565,-0.11,-0.05,0.01,0.13
9.575,-0.14,-0.04,0.01,0.15
9.585,-0.16,-0.06,-0.00,0.17
9.595,-0.15,-0.04,-0.06,0.16
9.605,-0.15,-0.00,-0.08,0.17
9.615,-0.11,-0.00,-0.07,0.13
9.625,-0.11,-0.00,-0.05,0.12
9.635,-0.13,0.00,-0.04,0.14
9.645,-0.14,0.03,-0.06,0.15
9.655,-0.17,0.06,-0.04,0.18
9.665,-0.15,0.07,-0.01,0.17
9.675,-0.11,0.06,0.02,0.13
9.685,-0.07,0.07,-0.00,0.10
9.695,-0.03,0.07,-0.01,0.08
9.705,-0.05,0.07,-0.03,0.09
9.715,-0.06,0.08,-0.03,0.11
9.725,-0.11,0.08,0.01,0.13
9.735,-0.13,0.04,0.03,0.14
9.745,-0.12,0.03,0.07,0.14
9.756,-0.14,0.03,0.09,0.17
9.765,-0.15,0.05,0.07,0.17
9.775,-0.12,0.07,-0.03,0.14
9.785,-0.13,0.06,-0.09,0.16
9.795,-0.13,0.07,-0.06,0.16
9.805,-0.11,0.05,-0.05,0.13
9.816,-0.10,0.02,-0.04,0.11
9.826,-0.10,0.02,-0.03,0.11
9.836,-0.11,-0.03,-0.01,0.11
9.845,-0.14,-0.04,-0.07,0.16
9.856,-0.16,-0.01,0.00,0.16
9.866,-0.17,-0.00,0.02,0.17
9.876,-0.15,-0.01,-0.01,0.15
9.886,-0.15,-0.01,-0.01,0.15
9.896,-0.16,-0.00,0.01,0.16
9.905,-0.13,-0.01,0.02,0.13
9.915,-0.10,-0.02,0.02,0.11
9.925,-0.06,-0.02,0.01,0.06
9.936,-0.07,-0.01,-0.02,0.08
9.946,-0.10,-0.00,0.01,0.10
9.956,-0.11,-0.02,0.03,0.11
9.966,-0.11,-0.02,0.01,0.11
9.976,-0.11,-0.01,0.03,0.12
9.986,-0.08,-0.01,0.05,0.09
9.996,-0.06,-0.02,-0.04,0.07
10.006,-0.06,-0.04,-0.17,0.18
10.016,-0.09,-0.06,-0.05,0.12
10.026,-0.14,-0.05,0.06,0.16
10.036,-0.21,-0.06,0.01,0.21
10.046,-0.23,-0.03,-0.09,0.25
10.056,-0.21,-0.01,-0.13,0.25
10.066,-0.21,0.01,-0.08,0.23
10.076,-0.18,0.03,-0.05,0.19
10.086,-0.14,0.01,-0.04,0.14
10.096,-0.10,0.05,-0.04,0.12
10.106,-0.11,0.05,-0.07,0.14
10.116,-0.13,0.01,-0.04,0.14
10.126,-0.10,-0.02,0.03,0.10
10.136,-0.07,-0.03,0.07,0.11
10.146,-0.04,-0.03,0.07,0.09
10.156,-0.03,-0.01,0.04,0.05
10.166,-0.04,0.03,0.02,0.05
10.176,-0.12,0.05,0.01,0.13
10.186,-0.17,0.04,-0.07,0.18
10.196,-0.18,0.06,-0.10,0.21
10.206,-0.16,0.09,-0.09,0.21
10.216,-0.10,0.07,-0.07,0.14
10.226,-0.08,0.04,-0.01,0.09
10.236,-0.05,0.04,0.00,0.06
10.246,-0.02,0.04,0.00,0.05
10.256,-0.07,0.03,-0.02,0.08
10.266,-0.11,0.00,-0.01,0.11
10.276,-0.12,-0.01,0.05,0.13
10.286,-0.10,-0.00,0.03,0.10
10.296,-0.10,-0.01,-0.08,0.13
10.306,-0.08,-0.02,-0.09,0.12
10.316,-0.08,-0.03,-0.06,0.10
10.326,-0.12,0.00,-0.03,0.12
10.336,-0.16,0.04,-0.06,0.17
10.346,-0.19,0.03,-0.07,0.21
10.356,-0.19,0.02,-0.01,0.19
10.366,-0.18,-0.00,0.06,0.19
10.376,-0.18,0.00,0.06,0.18
10.386,-0.13,-0.02,0.02,0.13
10.396,-0.10,-0.02,0.02,0.10
10.406,-0.05,0.01,0.01,0.05
10.416,-0.03,0.01,-0.00,0.04
10.426,-0.06,-0.02,0.00,0.06
10.436,-0.08,-0.02,0.02,0.08
10.446,-0.06,-0.05,0.05,0.09
10.456,-0.05,-0.06,0.06,0.10
10.466,-0.05,-0.04,0.01,0.06
10.476,-0.09,-0.02,-0.00,0.09
10.486,-0.12,-0.01,-0.02,0.13
10.496,-0.14,0.01,-0.00,0.14
10.506,-0.14,0.03,0.01,0.14
10.516,-0.13,0.01,-0.02,0.13
10.526,-0.08,0.03,-0.05,0.10
10.536,-0.09,0.03,-0.05,0.11
10.546,-0.08,0.03,-0.08,0.11
10.556,-0.01,0.00,0.03,0.03
10.566,-0.05,-0.04,0.03,0.07
10.576,-0.05,-0.06,-0.01,0.08
10.586,-0.05,-0.06,-0.05,0.09
10.596,-0.08,-0.05,-0.06,0.11
10.606,-0.11,-0.02,-0.07,0.13
10.616,-0.11,-0.01,-0.06,0.13
10.626,-0.13,0.01,-0.05,0.14
10.636,-0.15,0.02,-0.05,0.16
10.646,-0.19,0.02,-0.05,0.20
10.656,-0.17,0.02,-0.07,0.19
10.666,-0.18,0.02,-0.07,0.19
10.676,-0.18,0.02,-0.06,0.19
10.686,-0.13,0.03,-0.05,0.14
10.696,-0.09,0.04,-0.06,0.12
10.706,-0.06,0.04,-0.07,0.10
10.716,-0.09,0.03,-0.02,0.10
10.726,-0.11,0.03,0.03,0.12
10.736,-0.15,0.02,-0.01,0.15
10.746,-0.14,0.02,-0.05,0.15
10.756,-0.10,0.05,-0.07,0.13
10.766,-0.04,0.05,-0.05,0.08
10.776,-0.03,0.03,0.00,0.04
10.786,-0.02,0.01,0.08,0.08
10.796,-0.03,0.01,0.11,0.11
10.806,-0.07,0.01,0.09,0.11
10.816,-0.13,0.01,0.02,0.13
10.826,-0.16,0.01,-0.14,0.22
10.836,-0.18,-0.00,-0.17,0.25
10.846,-0.15,-0.02,0.02,0.15
10.856,-0.12,-0.04,-0.06,0.13
10.866,-0.12,-0.03,-0.08,0.15
10.876,-0.15,-0.01,0.03,0.15
10.886,-0.17,-0.01,0.01,0.17
10.896,-0.21,-0.02,-0.06,0.22
10.906,-0.18,-0.03,-0.05,0.19
10.916,-0.11,-0.04,0.02,0.12
10.926,-0.10,-0.04,0.04,0.11
10.936,-0.11,-0.03,-0.01,0.11
10.946,-0.08,-0.02,-0.06,0.10
10.956,-0.04,-0.05,0.04,0.07
10.966,-0.04,-0.07,0.11,0.14
10.976,0.01,-0.03,0.07,0.08
10.986,-0.05,0.00,-0.03,0.06
10.996,-0.16,-0.01,-0.07,0.17
11.006,-0.20,0.01,-0.08,0.22
11.016,-0.21,0.02,-0.08,0.23
11.026,-0.17,0.03,-0.10,0.20
11.036,-0.15,0.05,-0.07,0.18
11.046,-0.11,0.07,-0.04,0.14
11.056,-0.08,0.06,-0.00,0.10
11.067,-0.02,0.04,0.04,0.06
11.076,-0.02,0.04,0.09,0.10
11.086,-0.04,0.06,0.04,0.08
11.096,-0.06,0.04,-0.05,0.09
11.106,-0.09,0.01,-0.01,0.09
11.116,-0.08,-0.00,0.05,0.09
11.126,-0.09,-0.00,-0.01,0.09
11.136,-0.12,0.01,-0.09,0.15
11.146,-0.12,0.03,-0.08,0.15
11.156,-0.13,-0.01,-0.07,0.15
11.167,-0.14,0.03,-0.04,0.15
11.176,-0.14,-0.00,-0.02,0.15
11.187,-0.14,-0.01,-0.01,0.14
11.197,-0.12,0.00,-0.00,0.12
11.206,-0.10,0.01,0.03,0.10
11.216,-0.12,0.02,0.05,0.13
11.226,-0.13,0.03,0.05,0.14
11.236,-0.11,0.02,0.01,0.11
11.246,-0.12,0.00,0.02,0.12
11.256,-0.13,-0.02,-0.03,0.13
11.266,-0.13,-0.02,-0.12,0.18
11.277,-0.13,-0.00,-0.15,0.20
11.287,-0.14,-0.00,-0.15,0.20
11.297,-0.16,-0.01,-0.10,0.19
11.307,-0.13,-0.02,-0.03,0.14
11.317,-0.12,-0.00,0.06,0.13
11.327,-0.08,0.00,0.16,0.18
11.337,-0.05,-0.02,0.21,0.21
11.347,-0.05,-0.03,0.19,0.20
11.357,-0.08,0.01,0.15,0.17
11.367,-0.09,0.03,0.05,0.11
11.377,-0.05,0.05,-0.03,0.08
11.387,-0.04,0.01,-0.06,0.08
11.397,-0.04,0.02,-0.08,0.09
11.407,-0.02,0.04,-0.09,0.10
11.417,-0.08,0.05,-0.05,0.11
11.427,-0.11,0.02,-0.01,0.11
11.437,-0.10,0.03,0.01,0.11
11.447,-0.16,0.04,0.02,0.17
11.457,-0.20,0.02,0.04,0.21
11.467,-0.19,-0.01,0.02,0.20
11.477,-0.16,-0.01,-0.00,0.16
11.487,-0.12,-0.03,-0.00,0.12
11.497,-0.11,0.00,-0.07,0.13
11.507,-0.08,-0.00,-0.06,0.10
11.517,-0.04,-0.00,-0.06,0.07
11.527,-0.05,0.01,-0.03,0.06
11.537,-0.08,0.02,-0.01,0.08
11.547,-0.10,-0.00,0.00,0.10
11.557,-0.11,0.00,-0.02,0.11
11.567,-0.09,0.02,-0.03,0.10
11.577,-0.08,0.03,-0.01,0.09
11.587,-0.10,-0.01,-0.02,0.11
11.597,-0.14,-0.00,-0.05,0.15
11.607,-0.16,0.02,-0.05,0.17
11.617,-0.15,0.02,-0.05,0.16
11.627,-0.12,0.03,-0.04,0.13
11.637,-0.12,0.03,-0.04,0.13
11.647,-0.10,0.04,-0.03,0.11
11.657,-0.10,0.03,-0.02,0.11
11.667,-0.13,0.03,-0.02,0.13
11.677,-0.15,0.05,-0.10,0.18
11.687,-0.15,0.04,-0.09,0.18
11.697,-0.10,0.00,0.03,0.10
11.707,-0.08,0.00,0.02,0.09
11.717,-0.09,0.02,-0.05,0.11
11.727,-0.07,-0.02,-0.04,0.08
11.737,-0.05,-0.00,-0.05,0.08
11.747,-0.13,0.02,-0.06,0.15
11.757,-0.14,0.02,-0.07,0.16
11.767,-0.13,0.02,-0.01,0.14
11.777,-0.13,0.03,0.04,0.14
11.787,-0.14,0.02,0.00,0.14
11.797,-0.10,-0.02,-0.06,0.12
11.807,-0.09,-0.04,-0.06,0.12
11.817,-0.04,-0.05,-0.01,0.06
11.827,-0.02,-0.04,0.04,0.06
11.837,-0.04,-0.04,0.04,0.07
11.847,-0.10,-0.01,0.03,0.11
11.857,-0.14,-0.01,-0.01,0.14
11.867,-0.15,0.00,-0.04,0.16
11.877,-0.17,0.02,-0.02,0.17
11.887,-0.13,0.06,0.01,0.14
11.897,-0.11,0.04,0.02,0.12
11.907,-0.06,0.03,0.02,0.07
11.917,-0.05,0.02,0.01,0.05
11.927,-0.04,0.01,0.00,0.04
11.937,-0.02,0.01,-0.03,0.04
11.947,-0.05,-0.02,-0.08,0.10
11.957,-0.08,-0.05,-0.01,0.10
11.967,-0.10,-0.04,0.04,0.11
11.977,-0.14,-0.03,-0.05,0.15
11.987,-0.16,-0.03,-0.12,0.20
11.997,-0.16,-0.04,-0.09,0.19
12.007,-0.20,-0.01,-0.08,0.21
12.017,-0.20,0.02,-0.05,0.21
12.027,-0.17,0.03,-0.03,0.18
12.037,-0.12,-0.00,-0.00,0.12
12.047,-0.08,-0.02,0.04,0.09
12.057,-0.06,-0.01,0.05,0.08
12.067,-0.04,0.00,0.00,0.04
12.077,-0.05,-0.01,0.01,0.05
12.087,-0.07,-0.02,0.01,0.08
12.097,-0.11,-0.01,-0.02,0.11
12.107,-0.15,0.00,-0.05,0.16
12.117,-0.13,0.01,-0.08,0.16
12.127,-0.16,0.01,-0.08,0.18
12.137,-0.18,-0.00,-0.05,0.19
12.147,-0.20,-0.00,-0.03,0.20
12.157,-0.15,-0.01,0.01,0.15
12.167,-0.11,-0.02,0.11,0.16
12.177,-0.07,-0.02,0.18,0.19
12.187,-0.01,-0.02,0.14,0.14
12.197,-0.01,-0.01,0.06,0.07
12.207,-0.02,0.00,-0.05,0.05
12.217,-0.06,-0.01,-0.07,0.09
12.227,-0.07,-0.01,-0.07,0.10
12.237,-0.11,-0.01,-0.05,0.12
12.247,-0.12,-0.04,-0.03,0.13
12.257,-0.13,-0.03,-0.03,0.13
12.267,-0.13,-0.00,-0.07,0.15
12.277,-0.18,0.01,-0.12,0.22
12.287,-0.18,0.04,-0.10,0.21
12.297,-0.09,0.03,-0.00,0.09
12.307,0.01,0.03,0.06,0.07
12.317,0.04,-0.01,0.14,0.15
12.327,0.01,-0.01,0.07,0.07
12.337,-0.12,-0.02,0.05,0.14
12.351,-0.19,-0.02,-0.11,0.22
12.361,-0.12,0.00,-0.21,0.24
12.371,-0.16,0.05,-0.13,0.21
12.381,-0.22,0.04,-0.11,0.25
12.391,-0.19,0.04,-0.12,0.23
12.401,-0.16,0.08,-0.12,0.21
12.411,-0.17,0.09,-0.07,0.21
12.421,-0.17,0.10,-0.03,0.20
12.431,-0.17,0.09,-0.05,0.20
12.441,-0.14,0.10,-0.04,0.18
12.451,-0.10,0.10,-0.01,0.14
12.461,-0.06,0.09,0.00,0.11
12.471,-0.05,0.06,0.02,0.08
12.481,-0.06,0.01,0.03,0.07
12.491,-0.06,0.02,0.02,0.07
12.501,-0.07,0.01,0.00,0.08
12.511,-0.09,-0.00,-0.01,0.09
12.521,-0.09,-0.01,-0.09,0.13
12.531,-0.11,-0.04,-0.18,0.21
12.541,-0.13,-0.02,-0.07,0.15
12.551,-0.16,-0.01,0.04,0.17
12.561,-0.17,-0.01,0.02,0.17
12.571,-0.14,-0.04,0.01,0.14
12.581,-0.15,-0.04,-0.05,0.16
12.591,-0.17,-0.03,-0.07,0.18
12.601,-0.14,-0.03,-0.04,0.15
12.611,-0.08,-0.01,0.04,0.08
12.621,-0.05,0.01,0.05,0.07
12.631,-0.07,0.01,-0.01,0.07
12.641,-0.11,-0.01,-0.06,0.13
12.651,-0.12,-0.04,-0.04,0.13
12.661,-0.07,-0.04,0.05,0.09
12.671,-0.04,-0.03,0.10,0.11
12.681,-0.05,-0.03,0.05,0.08
12.691,-0.10,-0.01,0.01,0.10
12.701,-0.17,0.02,-0.02,0.17
12.711,-0.22,0.02,-0.05,0.23
12.721,-0.21,0.03,-0.09,0.23
12.731,-0.17,0.04,-0.08,0.19
12.741,-0.14,0.02,-0.03,0.15
12.751,-0.11,-0.01,-0.01,0.11
12.761,-0.10,-0.03,-0.00,0.11
12.771,-0.08,-0.02,-0.02,0.08
12.781,-0.08,-0.01,-0.03,0.08
12.791,-0.07,-0.00,-0.04,0.09
12.801,-0.05,0.00,0.03,0.06
12.811,-0.03,-0.02,0.03,0.05
12.821,-0.05,-0.01,-0.00,0.05
12.831,-0.09,-0.04,0.01,0.09
12.841,-0.09,-0.05,0.03,0.11
12.851,-0.09,-0.01,0.01,0.09
12.861,-0.15,-0.00,-0.04,0.16
12.871,-0.17,0.02,-0.11,0.20
